Name,X,Y,Name,X,Y,Name,X,Y
Sol. T1 S-SWCNTs Converted,1668.5859375,1384.09999593099,Sol.T4 S-SWCNTs Converted,1668.5859375,1383.31665039063,Sol.T4P S-SWCNTs Converted,1668.5859375,452.816670735677
Sol. T1 S-SWCNTs Converted,1668.14453125,1374.8666788737,Sol.T4 S-SWCNTs Converted,1668.14453125,1369.71667480469,Sol.T4P S-SWCNTs Converted,1668.14453125,448.22221883138
Sol. T1 S-SWCNTs Converted,1667.69921875,1379.55556233724,Sol.T4 S-SWCNTs Converted,1667.69921875,1381.46667480469,Sol.T4P S-SWCNTs Converted,1667.69921875,451.799997965495
Sol. T1 S-SWCNTs Converted,1667.255859375,1374.6777750651,Sol.T4 S-SWCNTs Converted,1667.255859375,1371.20001220703,Sol.T4P S-SWCNTs Converted,1667.255859375,450.194447835286
Sol. T1 S-SWCNTs Converted,1666.814453125,1381.92220052083,Sol.T4 S-SWCNTs Converted,1666.814453125,1386.01668294271,Sol.T4P S-SWCNTs Converted,1666.814453125,453.311111450195
Sol. T1 S-SWCNTs Converted,1666.37109375,1381.26668294271,Sol.T4 S-SWCNTs Converted,1666.37109375,1378.35001627604,Sol.T4P S-SWCNTs Converted,1666.37109375,449.77778116862
Sol. T1 S-SWCNTs Converted,1665.9296875,1378.3222249349,Sol.T4 S-SWCNTs Converted,1665.9296875,1375.65000406901,Sol.T4P S-SWCNTs Converted,1665.9296875,448.905548095703
Sol. T1 S-SWCNTs Converted,1665.486328125,1384.93332926432,Sol.T4 S-SWCNTs Converted,1665.486328125,1382.64998372396,Sol.T4P S-SWCNTs Converted,1665.486328125,452.227773030599
Sol. T1 S-SWCNTs Converted,1665.04296875,1382.10001627604,Sol.T4 S-SWCNTs Converted,1665.04296875,1382.11665852865,Sol.T4P S-SWCNTs Converted,1665.04296875,453.827774047852
Sol. T1 S-SWCNTs Converted,1664.6015625,1378.74446614583,Sol.T4 S-SWCNTs Converted,1664.6015625,1378.20001220703,Sol.T4P S-SWCNTs Converted,1664.6015625,451.711115519206
Sol. T1 S-SWCNTs Converted,1664.158203125,1375.96665445964,Sol.T4 S-SWCNTs Converted,1664.158203125,1376.1166788737,Sol.T4P S-SWCNTs Converted,1664.158203125,451.077779134115
Sol. T1 S-SWCNTs Converted,1663.712890625,1374.64442952474,Sol.T4 S-SWCNTs Converted,1663.712890625,1376.80002848307,Sol.T4P S-SWCNTs Converted,1663.712890625,451.5
Sol. T1 S-SWCNTs Converted,1663.271484375,1382.93334960938,Sol.T4 S-SWCNTs Converted,1663.271484375,1378.16668701172,Sol.T4P S-SWCNTs Converted,1663.271484375,451.961115519206
Sol. T1 S-SWCNTs Converted,1662.828125,1378.48889160156,Sol.T4 S-SWCNTs Converted,1662.828125,1373.33333333333,Sol.T4P S-SWCNTs Converted,1662.828125,451.594436645508
Sol. T1 S-SWCNTs Converted,1662.38671875,1374.98889160156,Sol.T4 S-SWCNTs Converted,1662.38671875,1368.08331298828,Sol.T4P S-SWCNTs Converted,1662.38671875,448.905558268229
Sol. T1 S-SWCNTs Converted,1661.94140625,1392.83331298828,Sol.T4 S-SWCNTs Converted,1661.94140625,1387.78334554036,Sol.T4P S-SWCNTs Converted,1661.94140625,456.200002034505
Sol. T1 S-SWCNTs Converted,1661.498046875,1381.69999186198,Sol.T4 S-SWCNTs Converted,1661.498046875,1379.55000813802,Sol.T4P S-SWCNTs Converted,1661.498046875,453.727778116862
Sol. T1 S-SWCNTs Converted,1661.056640625,1378.96667480469,Sol.T4 S-SWCNTs Converted,1661.056640625,1376.34997558594,Sol.T4P S-SWCNTs Converted,1661.056640625,451.577774047852
Sol. T1 S-SWCNTs Converted,1660.611328125,1378.26666259766,Sol.T4 S-SWCNTs Converted,1660.611328125,1376.66664632161,Sol.T4P S-SWCNTs Converted,1660.611328125,451.805557250977
Sol. T1 S-SWCNTs Converted,1660.169921875,1387.06667073568,Sol.T4 S-SWCNTs Converted,1660.169921875,1382.31667073568,Sol.T4P S-SWCNTs Converted,1660.169921875,452.950002034505
Sol. T1 S-SWCNTs Converted,1659.7265625,1378.83333333333,Sol.T4 S-SWCNTs Converted,1659.7265625,1378.5,Sol.T4P S-SWCNTs Converted,1659.7265625,453.27778116862
Sol. T1 S-SWCNTs Converted,1659.28125,1388.26666259766,Sol.T4 S-SWCNTs Converted,1659.28125,1380.84999593099,Sol.T4P S-SWCNTs Converted,1659.28125,452.533340454102
Sol. T1 S-SWCNTs Converted,1658.841796875,1379.46663411458,Sol.T4 S-SWCNTs Converted,1658.841796875,1378.36665852865,Sol.T4P S-SWCNTs Converted,1658.841796875,452.238886515299
Sol. T1 S-SWCNTs Converted,1658.396484375,1383.44443766276,Sol.T4 S-SWCNTs Converted,1658.396484375,1374.7333577474,Sol.T4P S-SWCNTs Converted,1658.396484375,453.833338419596
Sol. T1 S-SWCNTs Converted,1657.953125,1374.48889160156,Sol.T4 S-SWCNTs Converted,1657.953125,1377.70001220703,Sol.T4P S-SWCNTs Converted,1657.953125,449.616658528646
Sol. T1 S-SWCNTs Converted,1657.5078125,1385.83335367839,Sol.T4 S-SWCNTs Converted,1657.5078125,1388.95001220703,Sol.T4P S-SWCNTs Converted,1657.5078125,454.466669718424
Sol. T1 S-SWCNTs Converted,1657.064453125,1381.3666788737,Sol.T4 S-SWCNTs Converted,1657.064453125,1374.31665039063,Sol.T4P S-SWCNTs Converted,1657.064453125,451.66667175293
Sol. T1 S-SWCNTs Converted,1656.623046875,1376.51110839844,Sol.T4 S-SWCNTs Converted,1656.623046875,1369.18330891927,Sol.T4P S-SWCNTs Converted,1656.623046875,452.694447835286
Sol. T1 S-SWCNTs Converted,1656.1796875,1384.76666259766,Sol.T4 S-SWCNTs Converted,1656.1796875,1383.83333333333,Sol.T4P S-SWCNTs Converted,1656.1796875,454.555557250977
Sol. T1 S-SWCNTs Converted,1655.736328125,1375.63334147135,Sol.T4 S-SWCNTs Converted,1655.736328125,1374.78332519531,Sol.T4P S-SWCNTs Converted,1655.736328125,451.977783203125
Sol. T1 S-SWCNTs Converted,1655.291015625,1377.24442545573,Sol.T4 S-SWCNTs Converted,1655.291015625,1372.73333740234,Sol.T4P S-SWCNTs Converted,1655.291015625,451.316660563151
Sol. T1 S-SWCNTs Converted,1654.84765625,1370.13334147135,Sol.T4 S-SWCNTs Converted,1654.84765625,1372.51668294271,Sol.T4P S-SWCNTs Converted,1654.84765625,448.549997965495
