Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1 S-SWCNTs,481.546875,0.0128258485845205,Film T1 S-SWCNTs Converted,481.87109375,0.0132927626316632,Film T2 S-SWCNTs,481.546875,0.00702561945423306,Film T2 S-SWCNTs Converted,482.486328125,0.0196731087470856
Film T1 S-SWCNTs,481.12890625,0.0147857402760609,Film T1 S-SWCNTs Converted,481.453125,0.0113021389643653,Film T2 S-SWCNTs,481.12890625,0.00995802109043824,Film T2 S-SWCNTs Converted,482.064453125,0.022341658701364
Film T1 S-SWCNTs,480.708984375,0.0130882738212061,Film T1 S-SWCNTs Converted,481.033203125,0.0124544196380051,Film T2 S-SWCNTs,480.708984375,0.00867795111507267,Film T2 S-SWCNTs Converted,481.646484375,0.021000344716486
Film T1 S-SWCNTs,480.291015625,0.00756143745089053,Film T1 S-SWCNTs Converted,480.615234375,0.0249751668100815,Film T2 S-SWCNTs,480.291015625,0.0076032468971319,Film T2 S-SWCNTs Converted,481.228515625,0.0373266863292541
Film T1 S-SWCNTs,479.87109375,0.0158407179189895,Film T1 S-SWCNTs Converted,480.1953125,0.0134764404942962,Film T2 S-SWCNTs,479.87109375,0.00970592299381829,Film T2 S-SWCNTs Converted,480.806640625,0.0366776138263055
Film T1 S-SWCNTs,479.453125,0.014144807932967,Film T1 S-SWCNTs Converted,479.77734375,0.0177685291341638,Film T2 S-SWCNTs,479.453125,0.0103854724382303,Film T2 S-SWCNTs Converted,480.390625,0.033160055842896
Film T1 S-SWCNTs,479.033203125,0.0145204747691345,Film T1 S-SWCNTs Converted,479.357421875,0.0199376103204309,Film T2 S-SWCNTs,479.033203125,0.00976933818508793,Film T2 S-SWCNTs Converted,479.96875,0.0274692197513161
Film T1 S-SWCNTs,478.61328125,0.014548342166525,Film T1 S-SWCNTs Converted,478.935546875,0.0191451619866643,Film T2 S-SWCNTs,478.61328125,0.00843291607623339,Film T2 S-SWCNTs Converted,479.548828125,0.0389885661216211
Film T1 S-SWCNTs,478.19140625,0.0128893673164346,Film T1 S-SWCNTs Converted,478.51953125,0.0263958930968916,Film T2 S-SWCNTs,478.19140625,0.00993067939829247,Film T2 S-SWCNTs Converted,479.130859375,0.0350797568440476
Film T1 S-SWCNTs,477.7734375,0.0171089460424027,Film T1 S-SWCNTs Converted,478.09765625,0.0196387888638696,Film T2 S-SWCNTs,477.7734375,0.00976329045620931,Film T2 S-SWCNTs Converted,478.7109375,0.0329034570757459
Film T1 S-SWCNTs,477.35546875,0.0123731461667402,Film T1 S-SWCNTs Converted,477.677734375,0.0226915017604398,Film T2 S-SWCNTs,477.35546875,0.00951826371386399,Film T2 S-SWCNTs Converted,478.291015625,0.0331996402891757
Film T1 S-SWCNTs,476.935546875,0.0140886176588902,Film T1 S-SWCNTs Converted,477.259765625,0.0251249943433796,Film T2 S-SWCNTs,476.935546875,0.00958488566887455,Film T2 S-SWCNTs Converted,477.873046875,0.0421426657615614
Film T1 S-SWCNTs,476.515625,0.015438708087096,Film T1 S-SWCNTs Converted,476.83984375,0.0254829351139399,Film T2 S-SWCNTs,476.515625,0.0102354091400577,Film T2 S-SWCNTs Converted,477.453125,0.0326578137394494
Film T1 S-SWCNTs,476.095703125,0.0142168319066599,Film T1 S-SWCNTs Converted,476.419921875,0.020013519839031,Film T2 S-SWCNTs,476.095703125,0.0105258989068683,Film T2 S-SWCNTs Converted,477.033203125,0.0365616859898659
