Atom_number     X(nm)     Y(nm)     Z(nm)     
151    -0.8054898181     0.0000000000     0.4650497633  
152     0.1588886633     2.0096668674     1.8465271135  
153     0.3724619881     1.8990430032     1.7823654457  
154     0.5646239626     1.7884191389     1.6692104183  
155     0.7243279634     1.6777952746     1.5135668614  
156     0.8423932461     1.5671714104     1.3243821007  
157     0.9120327098     1.4565475461     1.1125316115  
158     0.9292430602     1.3459236819     0.8901938313  
159     0.8930349430     1.2352998176     0.6701500699  
160     0.8054898181     1.1246759533     0.4650497633  
161     0.6716403046     1.0140520891     0.2866833079  
162     0.4991808760     0.9034282248     0.1453042778  
163     0.2980255349     0.7928043605     0.0490399884  
164     0.0797378976     0.6821804963     0.0034242884  
165    -0.1431335525     0.5715566320     0.0110794422  
166    -0.3577768271     0.4609327678     0.0715653856  
167    -0.5518529427     0.3503089035     0.1814050234  
168    -0.7142052393     0.2396850392     0.3342841143  
169    -0.8355007329     0.1290611750     0.5214142507  
170    -0.9087666304     0.0184373107     0.7320380692  
171     0.0797378976     2.1295093870     1.8567747648  
172     0.2980255349     2.0188855228     1.8111590648  
173     0.4991808760     1.9082616585     1.7148947753  
174     0.6716403046     1.7976377943     1.5735157453  
175     0.8054898181     1.6870139300     1.3951492899  
176     0.8930349430     1.5763900657     1.1900489832  
177     0.9292430602     1.4657662015     0.9700052219  
178     0.9120327098     1.3551423372     0.7476674417  
179     0.8423932461     1.2445184729     0.5358169525  
180     0.7243279634     1.1338946087     0.3466321918  
181     0.5646239626     1.0232707444     0.1909886349  
182     0.3724619881     0.9126468802     0.0778336075  
183     0.1588886633     0.8020230159     0.0136719397  
184    -0.0638185353     0.6913991516     0.0021920291  
185    -0.2828570616     0.5807752874     0.0440538099  
186    -0.4856352665     0.4701514231     0.1368508157  
187    -0.6604962419     0.3595275589     0.2752485178  
188    -0.7973879297     0.2489036946     0.4512909856  
189    -0.8884409741     0.1382798303     0.6548582418  
190    -0.9284210997     0.0276559661     0.8742480187  
191     0.1431335525     2.2585705620     1.8491196110  
192     0.3577768271     2.1479466978     1.7886336676  
193     0.5518529427     2.0373228335     1.6787940297  
194     0.7142052393     1.9266989692     1.5259149388  
195     0.8355007329     1.8160751050     1.3387848025  
196     0.9087666304     1.7054512407     1.1281609840  
197     0.9297911684     1.5948273764     0.9061514043  
198     0.8973657303     1.4842035122     0.6855185064  
199     0.8133543249     1.3735796479     0.4789455933  
200     0.6825864319     1.2629557837     0.2983077157  
201     0.5125793745     1.1523319194     0.1539890228  
202     0.3131061787     1.0417080551     0.0542858191  
203     0.0956337608     0.9310841909     0.0049296432  
204    -0.1273362597     0.8204603266     0.0087577842  
205    -0.3429862277     0.7098364623     0.0655501775  
206    -0.5389192891     0.5992125981     0.1720420557  
207    -0.7038720357     0.4885887338     0.3221116265  
208    -0.8283619937     0.3779648696     0.5071319903  
209    -0.9052327332     0.2673410053     0.7164670664  
210    -0.9300652629     0.1567171410     0.9380830183  
211    -0.9014320598     0.0460932768     1.1592400312  
212     0.0638185353     2.3784130816     1.8580070241  
213     0.2828570616     2.2677892174     1.8161452433  
214     0.4856352665     2.1571653531     1.7233482375  
215     0.6604962419     2.0465414888     1.5849505354  
216     0.7973879297     1.9359176246     1.4089080676  
217     0.8884409741     1.8252937603     1.2053408114  
218     0.9284210997     1.7146698961     0.9859510345  
219     0.9150300090     1.6040460318     0.7633505777  
220     0.8490375022     1.4934221675     0.5503358512  
221     0.7342372247     1.3827983033     0.3591522197  
222     0.5772285852     1.2721744390     0.2007900657  
223     0.3870373827     1.1615505748     0.0843529962  
224     0.1745969488     1.0509267105     0.0165345126  
225    -0.0478803654     0.9403028462     0.0012332284  
226    -0.2676052290     0.8296789820     0.0393287532  
227    -0.4719465381     0.7190551177     0.1286311276  
228    -0.6491575279     0.6084312534     0.2640067153  
229    -0.7890510475     0.4978073892     0.4376733150  
230    -0.8835851776     0.3871835249     0.6396475285  
231    -0.9273255293     0.2765596607     0.8583186658  
232    -0.9177576447     0.1659357964     1.0811161978  
233    -0.8554315431     0.0553119321     1.2952323852  
234     0.1273362597     2.5074742566     1.8514412690  
235     0.3429862277     2.3968503923     1.7946488756  
236     0.5389192891     2.2862265281     1.6881569975  
237     0.7038720357     2.1756026638     1.5380874267  
238     0.8283619937     2.0649787996     1.3530670629  
239     0.9052327332     1.9543549353     1.1437319868  
240     0.9300652629     1.8437310710     0.9221160349  
241     0.9014320598     1.7331072068     0.7009590220  
242     0.8209791324     1.6224833425     0.4929743804  
243     0.6933313978     1.5118594782     0.3101183154  
244     0.5258268136     1.4012356140     0.1629024910  
245     0.3280945487     1.2906117497     0.0597897562  
246     0.1115014402     1.1799878855     0.0067076498  
247    -0.1115014402     1.0693640212     0.0067076498  
248    -0.3280945487     0.9587401569     0.0597897562  
249    -0.5258268136     0.8481162927     0.1629024910  
250    -0.6933313978     0.7374924284     0.3101183154  
251    -0.8209791324     0.6268685642     0.4929743804  
252    -0.9014320598     0.5162446999     0.7009590220  
253    -0.9300652629     0.4056208356     0.9221160349  
254    -0.9052327332     0.2949969714     1.1437319868  
255    -0.8283619937     0.1843731071     1.3530670629  
256    -0.7038720357     0.0737492428     1.5380874267  
257     0.0478803654     2.6273167762     1.8589658248  
258     0.2676052290     2.5166929120     1.8208703000  
259     0.4719465381     2.4060690477     1.7315679256  
260     0.6491575279     2.2954451834     1.5961923379  
261     0.7890510475     2.1848213192     1.4225257382  
262     0.8835851776     2.0741974549     1.2205515247  
263     0.9273255293     1.9635735907     1.0018803874  
264     0.9177576447     1.8529497264     0.7790828554  
265     0.8554315431     1.7423258621     0.5649666679  
266     0.7439301029     1.6317019979     0.3718405084  
267     0.5896630960     1.5210781336     0.2108064274  
268     0.4014987157     1.4104542693     0.0911216302  
269     0.1902537799     1.2998304051     0.0196663173  
270    -0.0319280850     1.1892065408     0.0005481688  
271    -0.2522745319     1.0785826766     0.0348662107  
272    -0.4581187248     0.9679588123     0.1206476359  
273    -0.6376275042     0.8573349480     0.2529612134  
274    -0.7804816283     0.7467110838     0.4242007647  
275    -0.8784689846     0.6360872195     0.6245224127  
276    -0.9259566719     0.5254633552     0.8424104670  
277    -0.9202148130     0.4148394910     1.0653394148  
278    -0.8615734843     0.3042156267     1.2804939621  
279    -0.7534037415     0.1935917625     1.4755057346  
280    -0.6019238303     0.0829678982     1.6391642852  
281     0.1115014402     2.7563779512     1.8534914034  
282     0.3280945487     2.6457540869     1.8004092970  
283     0.5258268136     2.5351302227     1.6972965622  
284     0.6933313978     2.4245063584     1.5500807378  
285     0.8209791324     2.3138824941     1.3672246728  
286     0.9014320598     2.2032586299     1.1592400312  
287     0.9300652629     2.0926347656     0.9380830183  
288     0.9052327332     1.9820109014     0.7164670664  
289     0.8283619937     1.8713870371     0.5071319903  
290     0.7038720357     1.7607631728     0.3221116265  
291     0.5389192891     1.6501393086     0.1720420557  
292     0.3429862277     1.5395154443     0.0655501775  
293     0.1273362597     1.4288915801     0.0087577842  
294    -0.0956337608     1.3182677158     0.0049296432  
295    -0.3131061787     1.2076438515     0.0542858191  
296    -0.5125793745     1.0970199873     0.1539890228  
297    -0.6825864319     0.9863961230     0.2983077157  
298    -0.8133543249     0.8757722587     0.4789455933  
299    -0.8973657303     0.7651483945     0.6855185064  
300    -0.9297911684     0.6545245302     0.9061514043  
301    -0.9087666304     0.5439006660     1.1281609840  
302    -0.8355007329     0.4332768017     1.3387848025  
303    -0.7142052393     0.3226529374     1.5259149388  
304    -0.5518529427     0.2120290732     1.6787940297  
305    -0.3577768271     0.1014052089     1.7886336676  
306     0.0319280850     2.8762204708     1.8596508844  
307     0.2522745319     2.7655966066     1.8253328425  
308     0.4581187248     2.6549727423     1.7395514173  
309     0.6376275042     2.5443488780     1.6072378398  
310     0.7804816283     2.4337250138     1.4359982885  
311     0.8784689846     2.3231011495     1.2356766405  
312     0.9259566719     2.2124772852     1.0177885861  
313     0.9202148130     2.1018534210     0.7948596384  
314     0.8615734843     1.9912295567     0.5797050911  
315     0.7534037415     1.8806056925     0.3846933186  
316     0.6019238303     1.7699818282     0.2210347680  
317     0.4158417252     1.6593579639     0.0981375149  
318     0.2058545422     1.5487340997     0.0230664308  
319    -0.0159663952     1.4381102354     0.0001370523  
320    -0.2368694884     1.3274863711     0.0306674976  
321    -0.4441559019     1.2168625069     0.1129026934  
322    -0.6259095688     1.1062386426     0.2421152673  
323    -0.7716821975     0.9956147784     0.4108773050  
324    -0.8730939026     0.8849909141     0.6094873519  
325    -0.9243149307     0.7743670498     0.8265281107  
326    -0.9224007897     0.6637431856     1.0495227759  
327    -0.8674615159     0.5531193213     1.2656522761  
328    -0.7626553485     0.4424954570     1.4624921906  
329    -0.6140071749     0.3318715928     1.6287269799  
330    -0.4300621842     0.2212477285     1.7548004706  
331    -0.2213946383     0.1106238643     1.8334652020  
332     0.0000000000     0.0000000000     1.8601990532  
333     0.3131061787     2.8946577815     1.8059132341  
334     0.5125793745     2.7840339173     1.7062100304  
335     0.6825864319     2.6734100530     1.5618913375  
336     0.8133543249     2.5627861887     1.3812534599  
337     0.8973657303     2.4521623245     1.1746805468  
338     0.9297911684     2.3415384602     0.9540476489  
339     0.9087666304     2.2309145960     0.7320380692  
340     0.8355007329     2.1202907317     0.5214142507  
341     0.7142052393     2.0096668674     0.3342841143  
342     0.5518529427     1.8990430032     0.1814050234  
343     0.3577768271     1.7884191389     0.0715653856  
344     0.1431335525     1.6777952746     0.0110794422  
345    -0.0797378976     1.5671714104     0.0034242884  
346    -0.2980255349     1.4565475461     0.0490399884  
347    -0.4991808760     1.3459236819     0.1453042778  
348    -0.6716403046     1.2352998176     0.2866833079  
349    -0.8054898181     1.1246759533     0.4650497633  
350    -0.8930349430     1.0140520891     0.6701500699  
351    -0.9292430602     0.9034282248     0.8901938313  
352    -0.9120327098     0.7928043605     1.1125316115  
353    -0.8423932461     0.6821804963     1.3243821007  
354    -0.7243279634     0.5715566320     1.5135668614  
355    -0.5646239626     0.4609327678     1.6692104183  
356    -0.3724619881     0.3503089035     1.7823654457  
357    -0.1588886633     0.2396850392     1.8465271135  
358     0.4441559019     2.9038764369     1.7472963598  
359     0.6259095688     2.7932525726     1.6180837859  
360     0.7716821975     2.6826287084     1.4493217482  
361     0.8730939026     2.5720048441     1.2507117012  
362     0.9243149307     2.4613809798     1.0336709425  
363     0.9224007897     2.3507571156     0.8106762772  
364     0.8674615159     2.2401332513     0.5945467770  
365     0.7626553485     2.1295093870     0.3977068625  
366     0.6140071749     2.0188855228     0.2314720733  
367     0.4300621842     1.9082616585     0.1053985826  
368     0.2213946383     1.7976377943     0.0267338512  
369    -0.0000000000     1.6870139300     0.0000000000  
370    -0.2213946383     1.5763900657     0.0267338512  
371    -0.4300621842     1.4657662015     0.1053985826  
372    -0.6140071749     1.3551423372     0.2314720733  
373    -0.7626553485     1.2445184729     0.3977068625  
374    -0.8674615159     1.1338946087     0.5945467770  
375    -0.9224007897     1.0232707444     0.8106762772  
376    -0.9243149307     0.9126468802     1.0336709425  
377    -0.8730939026     0.8020230159     1.2507117012  
378    -0.7716821975     0.6913991516     1.4493217482  
379    -0.6259095688     0.5807752874     1.6180837859  
380    -0.4441559019     0.4701514231     1.7472963598  
381    -0.2368694884     0.3595275589     1.8295315556  
382    -0.0159663952     0.2489036946     1.8600620009  
383     0.6716403046     2.9223137476     1.5735157453  
384     0.8054898181     2.8116898833     1.3951492899  
385     0.8930349430     2.7010660191     1.1900489832  
386     0.9292430602     2.5904421548     0.9700052219  
387     0.9120327098     2.4798182905     0.7476674417  
388     0.8423932461     2.3691944263     0.5358169525  
389     0.7243279634     2.2585705620     0.3466321918  
390     0.5646239626     2.1479466978     0.1909886349  
391     0.3724619881     2.0373228335     0.0778336075  
392     0.1588886633     1.9266989692     0.0136719397  
393    -0.0638185353     1.8160751050     0.0021920291  
394    -0.2828570616     1.7054512407     0.0440538099  
395    -0.4856352665     1.5948273764     0.1368508157  
396    -0.6604962419     1.4842035122     0.2752485178  
397    -0.7973879297     1.3735796479     0.4512909856  
398    -0.8884409741     1.2629557837     0.6548582418  
399    -0.9284210997     1.1523319194     0.8742480187  
400    -0.9150300090     1.0417080551     1.0968484755  
401    -0.8490375022     0.9310841909     1.3098632020  
402    -0.7342372247     0.8204603266     1.5010468335  
403    -0.5772285852     0.7098364623     1.6594089875  
404    -0.3870373827     0.5992125981     1.7758460570  
405    -0.1745969488     0.4885887338     1.8436645406  
406     0.0478803654     0.3779648696     1.8589658248  
407     0.7626553485     2.9315324029     1.4624921906  
408     0.8674615159     2.8209085387     1.2656522761  
409     0.9224007897     2.7102846744     1.0495227759  
410     0.9243149307     2.5996608102     0.8265281107  
411     0.8730939026     2.4890369459     0.6094873519  
412     0.7716821975     2.3784130816     0.4108773050  
413     0.6259095688     2.2677892174     0.2421152673  
414     0.4441559019     2.1571653531     0.1129026934  
415     0.2368694884     2.0465414888     0.0306674976  
416     0.0159663952     1.9359176246     0.0001370523  
417    -0.2058545422     1.8252937603     0.0230664308  
418    -0.4158417252     1.7146698961     0.0981375149  
419    -0.6019238303     1.6040460318     0.2210347680  
420    -0.7534037415     1.4934221675     0.3846933186  
421    -0.8615734843     1.3827983033     0.5797050911  
422    -0.9202148130     1.2721744390     0.7948596384  
423    -0.9259566719     1.1615505748     1.0177885861  
424    -0.8784689846     1.0509267105     1.2356766405  
425    -0.7804816283     0.9403028462     1.4359982885  
426    -0.6376275042     0.8296789820     1.6072378398  
427    -0.4581187248     0.7190551177     1.7395514173  
428    -0.2522745319     0.6084312534     1.8253328425  
429    -0.0319280850     0.4978073892     1.8596508844  
430     0.8884409741     2.9499697137     1.2053408114  
431     0.9284210997     2.8393458494     0.9859510345  
432     0.9150300090     2.7287219851     0.7633505777  
433     0.8490375022     2.6180981209     0.5503358512  
434     0.7342372247     2.5074742566     0.3591522197  
435     0.5772285852     2.3968503923     0.2007900657  
436     0.3870373827     2.2862265281     0.0843529962  
437     0.1745969488     2.1756026638     0.0165345126  
438    -0.0478803654     2.0649787996     0.0012332284  
439    -0.2676052290     1.9543549353     0.0393287532  
440    -0.4719465381     1.8437310710     0.1286311276  
441    -0.6491575279     1.7331072068     0.2640067153  
442    -0.7890510475     1.6224833425     0.4376733150  
443    -0.8835851776     1.5118594782     0.6396475285  
444    -0.9273255293     1.4012356140     0.8583186658  
445    -0.9177576447     1.2906117497     1.0811161978  
446    -0.8554315431     1.1799878855     1.2952323852  
447    -0.7439301029     1.0693640212     1.4883585448  
448    -0.5896630960     0.9587401569     1.6493926258  
449    -0.4014987157     0.8481162927     1.7690774230  
450    -0.1902537799     0.7374924284     1.8405327359  
451     0.0319280850     0.6268685642     1.8596508844  
452     0.9202148130     2.9591883690     1.0653394148  
453     0.9259566719     2.8485645047     0.8424104670  
454     0.8784689846     2.7379406405     0.6245224127  
455     0.7804816283     2.6273167762     0.4242007647  
456     0.6376275042     2.5166929120     0.2529612134  
457     0.4581187248     2.4060690477     0.1206476359  
458     0.2522745319     2.2954451834     0.0348662107  
459     0.0319280850     2.1848213192     0.0005481688  
460    -0.1902537799     2.0741974549     0.0196663173  
461    -0.4014987157     1.9635735907     0.0911216302  
462    -0.5896630960     1.8529497264     0.2108064274  
463    -0.7439301029     1.7423258621     0.3718405084  
464    -0.8554315431     1.6317019979     0.5649666679  
465    -0.9177576447     1.5210781336     0.7790828554  
466    -0.9273255293     1.4104542693     1.0018803874  
467    -0.8835851776     1.2998304051     1.2205515247  
468    -0.7890510475     1.1892065408     1.4225257382  
469    -0.6491575279     1.0785826766     1.5961923379  
470    -0.4719465381     0.9679588123     1.7315679256  
471    -0.2676052290     0.8573349480     1.8208703000  
472    -0.0478803654     0.7467110838     1.8589658248  
473     0.9177576447     2.9776256797     0.7790828554  
474     0.8554315431     2.8670018155     0.5649666679  
475     0.7439301029     2.7563779512     0.3718405084  
476     0.5896630960     2.6457540869     0.2108064274  
477     0.4014987157     2.5351302227     0.0911216302  
478     0.1902537799     2.4245063584     0.0196663173  
479    -0.0319280850     2.3138824941     0.0005481688  
480    -0.2522745319     2.2032586299     0.0348662107  
481    -0.4581187248     2.0926347656     0.1206476359  
482    -0.6376275042     1.9820109014     0.2529612134  
483    -0.7804816283     1.8713870371     0.4242007647  
484    -0.8784689846     1.7607631728     0.6245224127  
485    -0.9259566719     1.6501393086     0.8424104670  
486    -0.9202148130     1.5395154443     1.0653394148  
487    -0.8615734843     1.4288915801     1.2804939621  
488    -0.7534037415     1.3182677158     1.4755057346  
489    -0.6019238303     1.2076438515     1.6391642852  
490    -0.4158417252     1.0970199873     1.7620615383  
491    -0.2058545422     0.9863961230     1.8371326223  
492     0.0159663952     0.8757722587     1.8600620009  
493     0.8835851776     2.9868443351     0.6396475285  
494     0.7890510475     2.8762204708     0.4376733150  
495     0.6491575279     2.7655966066     0.2640067153  
496     0.4719465381     2.6549727423     0.1286311276  
497     0.2676052290     2.5443488780     0.0393287532  
498     0.0478803654     2.4337250138     0.0012332284  
499    -0.1745969488     2.3231011495     0.0165345126  
500    -0.3870373827     2.2124772852     0.0843529962  
501    -0.5772285852     2.1018534210     0.2007900657  
502    -0.7342372247     1.9912295567     0.3591522197  
503    -0.8490375022     1.8806056925     0.5503358512  
504    -0.9150300090     1.7699818282     0.7633505777  
505    -0.9284210997     1.6593579639     0.9859510345  
506    -0.8884409741     1.5487340997     1.2053408114  
507    -0.7973879297     1.4381102354     1.4089080676  
508    -0.6604962419     1.3274863711     1.5849505354  
509    -0.4856352665     1.2168625069     1.7233482375  
510    -0.2828570616     1.1062386426     1.8161452433  
511    -0.0638185353     0.9956147784     1.8580070241  
512     0.6019238303     2.8946577815     0.2210347680  
513     0.4158417252     2.7840339173     0.0981375149  
514     0.2058545422     2.6734100530     0.0230664308  
515    -0.0159663952     2.5627861887     0.0001370523  
516    -0.2368694884     2.4521623245     0.0306674976  
517    -0.4441559019     2.3415384602     0.1129026934  
518    -0.6259095688     2.2309145960     0.2421152673  
519    -0.7716821975     2.1202907317     0.4108773050  
520    -0.8730939026     2.0096668674     0.6094873519  
521    -0.9243149307     1.8990430032     0.8265281107  
522    -0.9224007897     1.7884191389     1.0495227759  
523    -0.8674615159     1.6777952746     1.2656522761  
524    -0.7626553485     1.5671714104     1.4624921906  
525    -0.6140071749     1.4565475461     1.6287269799  
526    -0.4300621842     1.3459236819     1.7548004706  
527    -0.2213946383     1.2352998176     1.8334652020  
528    -0.0000000000     1.1246759533     1.8601990532  
529     0.4856352665     2.9038764369     0.1368508157  
530     0.2828570616     2.7932525726     0.0440538099  
531     0.0638185353     2.6826287084     0.0021920291  
532    -0.1588886633     2.5720048441     0.0136719397  
533    -0.3724619881     2.4613809798     0.0778336075  
534    -0.5646239626     2.3507571156     0.1909886349  
535    -0.7243279634     2.2401332513     0.3466321918  
536    -0.8423932461     2.1295093870     0.5358169525  
537    -0.9120327098     2.0188855228     0.7476674417  
538    -0.9292430602     1.9082616585     0.9700052219  
539    -0.8930349430     1.7976377943     1.1900489832  
540    -0.8054898181     1.6870139300     1.3951492899  
541    -0.6716403046     1.5763900657     1.5735157453  
542    -0.4991808760     1.4657662015     1.7148947753  
543    -0.2980255349     1.3551423372     1.8111590648  
544    -0.0797378976     1.2445184729     1.8567747648  
545     0.2213946383     2.9223137476     0.0267338512  
546    -0.0000000000     2.8116898833     0.0000000000  
547    -0.2213946383     2.7010660191     0.0267338512  
548    -0.4300621842     2.5904421548     0.1053985826  
549    -0.6140071749     2.4798182905     0.2314720733  
550    -0.7626553485     2.3691944263     0.3977068625  
551    -0.8674615159     2.2585705620     0.5945467770  
552    -0.9224007897     2.1479466978     0.8106762772  
553    -0.9243149307     2.0373228335     1.0336709425  
554    -0.8730939026     1.9266989692     1.2507117012  
555    -0.7716821975     1.8160751050     1.4493217482  
556    -0.6259095688     1.7054512407     1.6180837859  
557    -0.4441559019     1.5948273764     1.7472963598  
558    -0.2368694884     1.4842035122     1.8295315556  
559    -0.0159663952     1.3735796479     1.8600620009  
560     0.0797378976     2.9315324029     0.0034242884  
561    -0.1431335525     2.8209085387     0.0110794422  
562    -0.3577768271     2.7102846744     0.0715653856  
563    -0.5518529427     2.5996608102     0.1814050234  
564    -0.7142052393     2.4890369459     0.3342841143  
565    -0.8355007329     2.3784130816     0.5214142507  
566    -0.9087666304     2.2677892174     0.7320380692  
567    -0.9297911684     2.1571653531     0.9540476489  
568    -0.8973657303     2.0465414888     1.1746805468  
569    -0.8133543249     1.9359176246     1.3812534599  
