Atom_number     X(nm)     Y(nm)     Z(nm)     
570    -0.6825864319     1.8252937603     1.5618913375  
571    -0.5125793745     1.7146698961     1.7062100304  
572    -0.3131061787     1.6040460318     1.8059132341  
573    -0.0956337608     1.4934221675     1.8552694100  
574    -0.2058545422     2.9499697137     0.0230664308  
575    -0.4158417252     2.8393458494     0.0981375149  
576    -0.6019238303     2.7287219851     0.2210347680  
577    -0.7534037415     2.6180981209     0.3846933186  
578    -0.8615734843     2.5074742566     0.5797050911  
579    -0.9202148130     2.3968503923     0.7948596384  
580    -0.9259566719     2.2862265281     1.0177885861  
581    -0.8784689846     2.1756026638     1.2356766405  
582    -0.7804816283     2.0649787996     1.4359982885  
583    -0.6376275042     1.9543549353     1.6072378398  
584    -0.4581187248     1.8437310710     1.7395514173  
585    -0.2522745319     1.7331072068     1.8253328425  
586    -0.0319280850     1.6224833425     1.8596508844  
587    -0.3429862277     2.9591883690     0.0655501775  
588    -0.5389192891     2.8485645047     0.1720420557  
589    -0.7038720357     2.7379406405     0.3221116265  
590    -0.8283619937     2.6273167762     0.5071319903  
591    -0.9052327332     2.5166929120     0.7164670664  
592    -0.9300652629     2.4060690477     0.9380830183  
593    -0.9014320598     2.2954451834     1.1592400312  
594    -0.8209791324     2.1848213192     1.3672246728  
595    -0.6933313978     2.0741974549     1.5500807378  
596    -0.5258268136     1.9635735907     1.6972965622  
597    -0.3280945487     1.8529497264     1.8004092970  
598    -0.1115014402     1.7423258621     1.8534914034  
599    -0.5896630960     2.9776256797     0.2108064274  
600    -0.7439301029     2.8670018155     0.3718405084  
601    -0.8554315431     2.7563779512     0.5649666679  
602    -0.9177576447     2.6457540869     0.7790828554  
603    -0.9273255293     2.5351302227     1.0018803874  
604    -0.8835851776     2.4245063584     1.2205515247  
605    -0.7890510475     2.3138824941     1.4225257382  
606    -0.6491575279     2.2032586299     1.5961923379  
607    -0.4719465381     2.0926347656     1.7315679256  
608    -0.2676052290     1.9820109014     1.8208703000  
609    -0.0478803654     1.8713870371     1.8589658248  
610    -0.6933313978     2.9868443351     0.3101183154  
611    -0.8209791324     2.8762204708     0.4929743804  
612    -0.9014320598     2.7655966066     0.7009590220  
613    -0.9300652629     2.6549727423     0.9221160349  
614    -0.9052327332     2.5443488780     1.1437319868  
615    -0.8283619937     2.4337250138     1.3530670629  
616    -0.7038720357     2.3231011495     1.5380874267  
617    -0.5389192891     2.2124772852     1.6881569975  
618    -0.3429862277     2.1018534210     1.7946488756  
619    -0.1273362597     1.9912295567     1.8514412690  
620    -0.9150300090     2.8946577815     0.7633505777  
621    -0.9284210997     2.7840339173     0.9859510345  
622    -0.8884409741     2.6734100530     1.2053408114  
623    -0.7973879297     2.5627861887     1.4089080676  
624    -0.6604962419     2.4521623245     1.5849505354  
625    -0.4856352665     2.3415384602     1.7233482375  
626    -0.2828570616     2.2309145960     1.8161452433  
627    -0.0638185353     2.1202907317     1.8580070241  
628    -0.9297911684     2.9038764369     0.9061514043  
629    -0.9087666304     2.7932525726     1.1281609840  
630    -0.8355007329     2.6826287084     1.3387848025  
631    -0.7142052393     2.5720048441     1.5259149388  
632    -0.5518529427     2.4613809798     1.6787940297  
633    -0.3577768271     2.3507571156     1.7886336676  
634    -0.1431335525     2.2401332513     1.8491196110  
635    -0.8930349430     2.9223137476     1.1900489832  
636    -0.8054898181     2.8116898833     1.3951492899  
637    -0.6716403046     2.7010660191     1.5735157453  
638    -0.4991808760     2.5904421548     1.7148947753  
639    -0.2980255349     2.4798182905     1.8111590648  
640    -0.0797378976     2.3691944263     1.8567747648  
641    -0.8423932461     2.9315324029     1.3243821007  
642    -0.7243279634     2.8209085387     1.5135668614  
643    -0.5646239626     2.7102846744     1.6692104183  
644    -0.3724619881     2.5996608102     1.7823654457  
645    -0.1588886633     2.4890369459     1.8465271135  
646    -0.6825864319     2.9499697137     1.5618913375  
647    -0.5125793745     2.8393458494     1.7062100304  
648    -0.3131061787     2.7287219851     1.8059132341  
649    -0.0956337608     2.6180981209     1.8552694100  
650    -0.5772285852     2.9591883690     1.6594089875  
651    -0.3870373827     2.8485645047     1.7758460570  
652    -0.1745969488     2.7379406405     1.8436645406  
653     0.0478803654     2.6273167762     1.8589658248  
654    -0.3280945487     2.9776256797     1.8004092970  
655    -0.1115014402     2.8670018155     1.8534914034  
656    -0.1902537799     2.9868443351     1.8405327359  
657     0.0319280850     2.8762204708     1.8596508844  
