         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]       [Wg^-1]           [%]          [°C]
          2328   4.19735e+02   2.32800e+03  -1.14223e-01   7.83157e+01   4.18000e+02
          2329   4.19899e+02   2.32900e+03  -1.10400e-01   7.83015e+01   4.18167e+02
          2330   4.20071e+02   2.33000e+03  -1.06527e-01   7.82881e+01   4.18333e+02
          2331   4.20236e+02   2.33100e+03  -1.02522e-01   7.82746e+01   4.18500e+02
          2332   4.20398e+02   2.33200e+03  -9.66555e-02   7.82604e+01   4.18667e+02
          2333   4.20567e+02   2.33300e+03  -9.18345e-02   7.82467e+01   4.18833e+02
          2334   4.20731e+02   2.33400e+03  -8.80167e-02   7.82334e+01   4.19000e+02
          2335   4.20903e+02   2.33500e+03  -8.36822e-02   7.82202e+01   4.19167e+02
          2336   4.21067e+02   2.33600e+03  -7.91099e-02   7.82057e+01   4.19333e+02
          2337   4.21236e+02   2.33700e+03  -7.31929e-02   7.81920e+01   4.19500e+02
          2338   4.21411e+02   2.33800e+03  -6.74421e-02   7.81789e+01   4.19667e+02
          2339   4.21579e+02   2.33900e+03  -6.26439e-02   7.81656e+01   4.19833e+02
          2340   4.21741e+02   2.34000e+03  -5.65961e-02   7.81512e+01   4.20000e+02
          2341   4.21916e+02   2.34100e+03  -5.08448e-02   7.81371e+01   4.20167e+02
          2342   4.22075e+02   2.34200e+03  -4.49165e-02   7.81234e+01   4.20333e+02
          2343   4.22242e+02   2.34300e+03  -3.90956e-02   7.81093e+01   4.20500e+02
          2344   4.22410e+02   2.34400e+03  -3.22524e-02   7.80936e+01   4.20667e+02
          2345   4.22589e+02   2.34500e+03  -2.73220e-02   7.80787e+01   4.20833e+02
          2346   4.22758e+02   2.34600e+03  -2.27817e-02   7.80636e+01   4.21000e+02
          2347   4.22921e+02   2.34700e+03  -1.84116e-02   7.80485e+01   4.21167e+02
          2348   4.23090e+02   2.34800e+03  -1.45382e-02   7.80336e+01   4.21333e+02
          2349   4.23253e+02   2.34900e+03  -9.48254e-03   7.80186e+01   4.21500e+02
          2350   4.23425e+02   2.35000e+03  -5.16606e-03   7.80037e+01   4.21667e+02
          2351   4.23588e+02   2.35100e+03  -1.50586e-03   7.79888e+01   4.21833e+02
          2352   4.23757e+02   2.35200e+03   2.44418e-03   7.79734e+01   4.22000e+02
          2353   4.23922e+02   2.35300e+03   6.97095e-03   7.79581e+01   4.22167e+02
          2354   4.24098e+02   2.35400e+03   1.15107e-02   7.79437e+01   4.22333e+02
          2355   4.24268e+02   2.35500e+03   1.65827e-02   7.79301e+01   4.22500e+02
          2356   4.24434e+02   2.35600e+03   2.20669e-02   7.79164e+01   4.22667e+02
          2357   4.24612e+02   2.35700e+03   2.65952e-02   7.79026e+01   4.22833e+02
          2358   4.24773e+02   2.35800e+03   3.08685e-02   7.78891e+01   4.23000e+02
          2359   4.24943e+02   2.35900e+03   3.51095e-02   7.78757e+01   4.23167e+02
          2360   4.25104e+02   2.36000e+03   3.89179e-02   7.78625e+01   4.23333e+02
          2361   4.25267e+02   2.36100e+03   4.28062e-02   7.78478e+01   4.23500e+02
          2362   4.25441e+02   2.36200e+03   4.70510e-02   7.78319e+01   4.23667e+02
          2363   4.25607e+02   2.36300e+03   5.13736e-02   7.78154e+01   4.23833e+02
          2364   4.25778e+02   2.36400e+03   5.70468e-02   7.77961e+01   4.24000e+02
          2365   4.25949e+02   2.36500e+03   6.10937e-02   7.77775e+01   4.24167e+02
          2366   4.26110e+02   2.36600e+03   6.54462e-02   7.77597e+01   4.24333e+02
          2367   4.26283e+02   2.36700e+03   7.01666e-02   7.77426e+01   4.24500e+02
          2368   4.26447e+02   2.36800e+03   7.23661e-02   7.77254e+01   4.24667e+02
          2369   4.26611e+02   2.36900e+03   7.55820e-02   7.77088e+01   4.24833e+02
          2370   4.26785e+02   2.37000e+03   7.94202e-02   7.76935e+01   4.25000e+02
          2371   4.26946e+02   2.37100e+03   8.36810e-02   7.76791e+01   4.25167e+02
          2372   4.27130e+02   2.37200e+03   8.87313e-02   7.76664e+01   4.25333e+02
          2373   4.27292e+02   2.37300e+03   9.38915e-02   7.76522e+01   4.25500e+02
          2374   4.27461e+02   2.37400e+03   9.90977e-02   7.76383e+01   4.25667e+02
          2375   4.27637e+02   2.37500e+03   1.03998e-01   7.76245e+01   4.25833e+02
          2376   4.27794e+02   2.37600e+03   1.08809e-01   7.76094e+01   4.26000e+02
          2377   4.27960e+02   2.37700e+03   1.13543e-01   7.75946e+01   4.26167e+02
          2378   4.28133e+02   2.37800e+03   1.18607e-01   7.75803e+01   4.26333e+02
          2379   4.28302e+02   2.37900e+03   1.24081e-01   7.75657e+01   4.26500e+02
          2380   4.28471e+02   2.38000e+03   1.30833e-01   7.75502e+01   4.26667e+02
          2381   4.28631e+02   2.38100e+03   1.37301e-01   7.75361e+01   4.26833e+02
          2382   4.28798e+02   2.38200e+03   1.43024e-01   7.75223e+01   4.27000e+02
          2383   4.28979e+02   2.38300e+03   1.48202e-01   7.75082e+01   4.27167e+02
          2384   4.29136e+02   2.38400e+03   1.51548e-01   7.74953e+01   4.27333e+02
          2385   4.29302e+02   2.38500e+03   1.55391e-01   7.74823e+01   4.27500e+02
          2386   4.29478e+02   2.38600e+03   1.59850e-01   7.74687e+01   4.27667e+02
          2387   4.29646e+02   2.38700e+03   1.64500e-01   7.74544e+01   4.27833e+02
          2388   4.29809e+02   2.38800e+03   1.68576e-01   7.74407e+01   4.28000e+02
          2389   4.29972e+02   2.38900e+03   1.72800e-01   7.74267e+01   4.28167e+02
          2390   4.30150e+02   2.39000e+03   1.77457e-01   7.74120e+01   4.28333e+02
          2391   4.30327e+02   2.39100e+03   1.81952e-01   7.73970e+01   4.28500e+02
          2392   4.30495e+02   2.39200e+03   1.83945e-01   7.73819e+01   4.28667e+02
          2393   4.30651e+02   2.39300e+03   1.87172e-01   7.73663e+01   4.28833e+02
          2394   4.30824e+02   2.39400e+03   1.90542e-01   7.73504e+01   4.29000e+02
          2395   4.30990e+02   2.39500e+03   1.94541e-01   7.73349e+01   4.29167e+02
          2396   4.31163e+02   2.39600e+03   1.99381e-01   7.73179e+01   4.29333e+02
          2397   4.31329e+02   2.39700e+03   2.02964e-01   7.73009e+01   4.29500e+02
          2398   4.31508e+02   2.39800e+03   2.06333e-01   7.72845e+01   4.29667e+02
          2399   4.31675e+02   2.39900e+03   2.09683e-01   7.72683e+01   4.29833e+02
          2400   4.31838e+02   2.40000e+03   2.13660e-01   7.72511e+01   4.30000e+02
          2401   4.32002e+02   2.40100e+03   2.17795e-01   7.72355e+01   4.30167e+02
          2402   4.32168e+02   2.40200e+03   2.21097e-01   7.72208e+01   4.30333e+02
          2403   4.32335e+02   2.40300e+03   2.24125e-01   7.72060e+01   4.30500e+02
          2404   4.32512e+02   2.40400e+03   2.27874e-01   7.71933e+01   4.30667e+02
          2405   4.32676e+02   2.40500e+03   2.31992e-01   7.71807e+01   4.30833e+02
          2406   4.32843e+02   2.40600e+03   2.36254e-01   7.71678e+01   4.31000e+02
          2407   4.33006e+02   2.40700e+03   2.40358e-01   7.71546e+01   4.31167e+02
          2408   4.33176e+02   2.40800e+03   2.44999e-01   7.71422e+01   4.31333e+02
          2409   4.33346e+02   2.40900e+03   2.50223e-01   7.71289e+01   4.31500e+02
          2410   4.33511e+02   2.41000e+03   2.55208e-01   7.71147e+01   4.31667e+02
          2411   4.33680e+02   2.41100e+03   2.60134e-01   7.71003e+01   4.31833e+02
          2412   4.33853e+02   2.41200e+03   2.65316e-01   7.70856e+01   4.32000e+02
          2413   4.34018e+02   2.41300e+03   2.69999e-01   7.70710e+01   4.32167e+02
          2414   4.34181e+02   2.41400e+03   2.74214e-01   7.70561e+01   4.32333e+02
          2415   4.34349e+02   2.41500e+03   2.78155e-01   7.70416e+01   4.32500e+02
          2416   4.34518e+02   2.41600e+03   2.83079e-01   7.70290e+01   4.32667e+02
          2417   4.34689e+02   2.41700e+03   2.87246e-01   7.70157e+01   4.32833e+02
          2418   4.34860e+02   2.41800e+03   2.91765e-01   7.70024e+01   4.33000e+02
          2419   4.35036e+02   2.41900e+03   2.95882e-01   7.69897e+01   4.33167e+02
          2420   4.35204e+02   2.42000e+03   2.99455e-01   7.69787e+01   4.33333e+02
          2421   4.35369e+02   2.42100e+03   3.03961e-01   7.69662e+01   4.33500e+02
          2422   4.35534e+02   2.42200e+03   3.08531e-01   7.69535e+01   4.33667e+02
          2423   4.35690e+02   2.42300e+03   3.13116e-01   7.69407e+01   4.33833e+02
          2424   4.35866e+02   2.42400e+03   3.17333e-01   7.69260e+01   4.34000e+02
          2425   4.36042e+02   2.42500e+03   3.21885e-01   7.69116e+01   4.34167e+02
          2426   4.36209e+02   2.42600e+03   3.25873e-01   7.68973e+01   4.34333e+02
          2427   4.36369e+02   2.42700e+03   3.29907e-01   7.68826e+01   4.34500e+02
          2428   4.36542e+02   2.42800e+03   3.35288e-01   7.68658e+01   4.34667e+02
          2429   4.36707e+02   2.42900e+03   3.40000e-01   7.68504e+01   4.34833e+02
          2430   4.36880e+02   2.43000e+03   3.43947e-01   7.68348e+01   4.35000e+02
          2431   4.37040e+02   2.43100e+03   3.47731e-01   7.68190e+01   4.35167e+02
          2432   4.37208e+02   2.43200e+03   3.52281e-01   7.68044e+01   4.35333e+02
          2433   4.37375e+02   2.43300e+03   3.57094e-01   7.67893e+01   4.35500e+02
          2434   4.37548e+02   2.43400e+03   3.61819e-01   7.67738e+01   4.35667e+02
          2435   4.37712e+02   2.43500e+03   3.66959e-01   7.67587e+01   4.35833e+02
          2436   4.37883e+02   2.43600e+03   3.72244e-01   7.67432e+01   4.36000e+02
          2437   4.38043e+02   2.43700e+03   3.77863e-01   7.67270e+01   4.36167e+02
          2438   4.38210e+02   2.43800e+03   3.83520e-01   7.67108e+01   4.36333e+02
          2439   4.38381e+02   2.43900e+03   3.89342e-01   7.66943e+01   4.36500e+02
          2440   4.38549e+02   2.44000e+03   3.96510e-01   7.66762e+01   4.36667e+02
          2441   4.38724e+02   2.44100e+03   4.02656e-01   7.66598e+01   4.36833e+02
          2442   4.38886e+02   2.44200e+03   4.08844e-01   7.66434e+01   4.37000e+02
          2443   4.39055e+02   2.44300e+03   4.15103e-01   7.66268e+01   4.37167e+02
          2444   4.39226e+02   2.44400e+03   4.22878e-01   7.66115e+01   4.37333e+02
          2445   4.39403e+02   2.44500e+03   4.29515e-01   7.65954e+01   4.37500e+02
          2446   4.39567e+02   2.44600e+03   4.35867e-01   7.65791e+01   4.37667e+02
          2447   4.39733e+02   2.44700e+03   4.42150e-01   7.65630e+01   4.37833e+02
          2448   4.39896e+02   2.44800e+03   4.48581e-01   7.65461e+01   4.38000e+02
          2449   4.40060e+02   2.44900e+03   4.55546e-01   7.65293e+01   4.38167e+02
          2450   4.40236e+02   2.45000e+03   4.62172e-01   7.65130e+01   4.38333e+02
          2451   4.40412e+02   2.45100e+03   4.68789e-01   7.64968e+01   4.38500e+02
          2452   4.40574e+02   2.45200e+03   4.74835e-01   7.64798e+01   4.38667e+02
          2453   4.40737e+02   2.45300e+03   4.80315e-01   7.64643e+01   4.38833e+02
          2454   4.40901e+02   2.45400e+03   4.86466e-01   7.64497e+01   4.39000e+02
          2455   4.41079e+02   2.45500e+03   4.92696e-01   7.64349e+01   4.39167e+02
          2456   4.41248e+02   2.45600e+03   4.99045e-01   7.64212e+01   4.39333e+02
          2457   4.41422e+02   2.45700e+03   5.04699e-01   7.64069e+01   4.39500e+02
          2458   4.41584e+02   2.45800e+03   5.10237e-01   7.63919e+01   4.39667e+02
          2459   4.41750e+02   2.45900e+03   5.15654e-01   7.63764e+01   4.39833e+02
          2460   4.41918e+02   2.46000e+03   5.19284e-01   7.63609e+01   4.40000e+02
          2461   4.42088e+02   2.46100e+03   5.23394e-01   7.63454e+01   4.40167e+02
          2462   4.42249e+02   2.46200e+03   5.27671e-01   7.63296e+01   4.40333e+02
          2463   4.42424e+02   2.46300e+03   5.32383e-01   7.63141e+01   4.40500e+02
          2464   4.42604e+02   2.46400e+03   5.36307e-01   7.63003e+01   4.40667e+02
          2465   4.42762e+02   2.46500e+03   5.40481e-01   7.62860e+01   4.40833e+02
          2466   4.42931e+02   2.46600e+03   5.44900e-01   7.62717e+01   4.41000e+02
          2467   4.43099e+02   2.46700e+03   5.49851e-01   7.62582e+01   4.41167e+02
          2468   4.43267e+02   2.46800e+03   5.52978e-01   7.62471e+01   4.41333e+02
          2469   4.43433e+02   2.46900e+03   5.56764e-01   7.62344e+01   4.41500e+02
          2470   4.43594e+02   2.47000e+03   5.60816e-01   7.62210e+01   4.41667e+02
          2471   4.43763e+02   2.47100e+03   5.65189e-01   7.62078e+01   4.41833e+02
          2472   4.43935e+02   2.47200e+03   5.70791e-01   7.61949e+01   4.42000e+02
          2473   4.44100e+02   2.47300e+03   5.75441e-01   7.61808e+01   4.42167e+02
          2474   4.44274e+02   2.47400e+03   5.80333e-01   7.61666e+01   4.42333e+02
          2475   4.44442e+02   2.47500e+03   5.85730e-01   7.61528e+01   4.42500e+02
          2476   4.44614e+02   2.47600e+03   5.90805e-01   7.61373e+01   4.42667e+02
          2477   4.44779e+02   2.47700e+03   5.95065e-01   7.61220e+01   4.42833e+02
          2478   4.44950e+02   2.47800e+03   5.99512e-01   7.61069e+01   4.43000e+02
          2479   4.45108e+02   2.47900e+03   6.04866e-01   7.60916e+01   4.43167e+02
          2480   4.45276e+02   2.48000e+03   6.10632e-01   7.60746e+01   4.43333e+02
          2481   4.45442e+02   2.48100e+03   6.16391e-01   7.60582e+01   4.43500e+02
          2482   4.45611e+02   2.48200e+03   6.21903e-01   7.60418e+01   4.43667e+02
          2483   4.45778e+02   2.48300e+03   6.27255e-01   7.60249e+01   4.43833e+02
          2484   4.45948e+02   2.48400e+03   6.32933e-01   7.60084e+01   4.44000e+02
          2485   4.46109e+02   2.48500e+03   6.38758e-01   7.59929e+01   4.44167e+02
          2486   4.46285e+02   2.48600e+03   6.44037e-01   7.59776e+01   4.44333e+02
          2487   4.46455e+02   2.48700e+03   6.49653e-01   7.59623e+01   4.44500e+02
          2488   4.46625e+02   2.48800e+03   6.57766e-01   7.59506e+01   4.44667e+02
          2489   4.46802e+02   2.48900e+03   6.64989e-01   7.59377e+01   4.44833e+02
          2490   4.46958e+02   2.49000e+03   6.71259e-01   7.59246e+01   4.45000e+02
          2491   4.47130e+02   2.49100e+03   6.76837e-01   7.59120e+01   4.45167e+02
          2492   4.47294e+02   2.49200e+03   6.82109e-01   7.58999e+01   4.45333e+02
          2493   4.47460e+02   2.49300e+03   6.87926e-01   7.58868e+01   4.45500e+02
          2494   4.47629e+02   2.49400e+03   6.93759e-01   7.58737e+01   4.45667e+02
          2495   4.47789e+02   2.49500e+03   6.99668e-01   7.58606e+01   4.45833e+02
          2496   4.47964e+02   2.49600e+03   7.06864e-01   7.58450e+01   4.46000e+02
          2497   4.48139e+02   2.49700e+03   7.13670e-01   7.58303e+01   4.46167e+02
          2498   4.48297e+02   2.49800e+03   7.20684e-01   7.58156e+01   4.46333e+02
          2499   4.48470e+02   2.49900e+03   7.27837e-01   7.58004e+01   4.46500e+02
          2500   4.48627e+02   2.50000e+03   7.33520e-01   7.57841e+01   4.46667e+02
          2501   4.48800e+02   2.50100e+03   7.39635e-01   7.57686e+01   4.46833e+02
          2502   4.48978e+02   2.50200e+03   7.45896e-01   7.57530e+01   4.47000e+02
          2503   4.49139e+02   2.50300e+03   7.52547e-01   7.57373e+01   4.47167e+02
          2504   4.49301e+02   2.50400e+03   7.59045e-01   7.57230e+01   4.47333e+02
          2505   4.49468e+02   2.50500e+03   7.65157e-01   7.57082e+01   4.47500e+02
          2506   4.49646e+02   2.50600e+03   7.71636e-01   7.56931e+01   4.47667e+02
          2507   4.49810e+02   2.50700e+03   7.78149e-01   7.56785e+01   4.47833e+02
          2508   4.49971e+02   2.50800e+03   7.83831e-01   7.56645e+01   4.48000e+02
          2509   4.50146e+02   2.50900e+03   7.89500e-01   7.56494e+01   4.48167e+02
          2510   4.50306e+02   2.51000e+03   7.94764e-01   7.56346e+01   4.48333e+02
          2511   4.50486e+02   2.51100e+03   8.00372e-01   7.56203e+01   4.48500e+02
          2512   4.50646e+02   2.51200e+03   8.06042e-01   7.56047e+01   4.48667e+02
          2513   4.50816e+02   2.51300e+03   8.11975e-01   7.55894e+01   4.48833e+02
          2514   4.50998e+02   2.51400e+03   8.17961e-01   7.55750e+01   4.49000e+02
          2515   4.51158e+02   2.51500e+03   8.23733e-01   7.55608e+01   4.49167e+02
          2516   4.51325e+02   2.51600e+03   8.30454e-01   7.55459e+01   4.49333e+02
          2517   4.51499e+02   2.51700e+03   8.36437e-01   7.55312e+01   4.49500e+02
          2518   4.51657e+02   2.51800e+03   8.41896e-01   7.55168e+01   4.49667e+02
          2519   4.51827e+02   2.51900e+03   8.47138e-01   7.55019e+01   4.49833e+02
          2520   4.52003e+02   2.52000e+03   8.52929e-01   7.54859e+01   4.50000e+02
          2521   4.52160e+02   2.52100e+03   8.57977e-01   7.54706e+01   4.50167e+02
          2522   4.52321e+02   2.52200e+03   8.62993e-01   7.54549e+01   4.50333e+02
          2523   4.52498e+02   2.52300e+03   8.67905e-01   7.54387e+01   4.50500e+02
          2524   4.52671e+02   2.52400e+03   8.71954e-01   7.54232e+01   4.50667e+02
          2525   4.52835e+02   2.52500e+03   8.77144e-01   7.54078e+01   4.50833e+02
          2526   4.53002e+02   2.52600e+03   8.82628e-01   7.53926e+01   4.51000e+02
          2527   4.53171e+02   2.52700e+03   8.88219e-01   7.53781e+01   4.51167e+02
          2528   4.53330e+02   2.52800e+03   8.93489e-01   7.53647e+01   4.51333e+02
          2529   4.53500e+02   2.52900e+03   8.98633e-01   7.53507e+01   4.51500e+02
          2530   4.53669e+02   2.53000e+03   9.03983e-01   7.53372e+01   4.51667e+02
          2531   4.53827e+02   2.53100e+03   9.09399e-01   7.53235e+01   4.51833e+02
          2532   4.54007e+02   2.53200e+03   9.16306e-01   7.53097e+01   4.52000e+02
          2533   4.54164e+02   2.53300e+03   9.22714e-01   7.52964e+01   4.52167e+02
          2534   4.54330e+02   2.53400e+03   9.29208e-01   7.52825e+01   4.52333e+02
          2535   4.54502e+02   2.53500e+03   9.35144e-01   7.52681e+01   4.52500e+02
          2536   4.54675e+02   2.53600e+03   9.41705e-01   7.52542e+01   4.52667e+02
          2537   4.54842e+02   2.53700e+03   9.47537e-01   7.52409e+01   4.52833e+02
          2538   4.55013e+02   2.53800e+03   9.53440e-01   7.52272e+01   4.53000e+02
          2539   4.55182e+02   2.53900e+03   9.59276e-01   7.52129e+01   4.53167e+02
          2540   4.55353e+02   2.54000e+03   9.64451e-01   7.51996e+01   4.53333e+02
          2541   4.55521e+02   2.54100e+03   9.69536e-01   7.51870e+01   4.53500e+02
          2542   4.55683e+02   2.54200e+03   9.74409e-01   7.51749e+01   4.53667e+02
          2543   4.55853e+02   2.54300e+03   9.79056e-01   7.51626e+01   4.53833e+02
          2544   4.56018e+02   2.54400e+03   9.82218e-01   7.51497e+01   4.54000e+02
          2545   4.56191e+02   2.54500e+03   9.86313e-01   7.51365e+01   4.54167e+02
          2546   4.56354e+02   2.54600e+03   9.91312e-01   7.51223e+01   4.54333e+02
          2547   4.56522e+02   2.54700e+03   9.97350e-01   7.51073e+01   4.54500e+02
          2548   4.56687e+02   2.54800e+03   1.00230e+00   7.50910e+01   4.54667e+02
          2549   4.56852e+02   2.54900e+03   1.00731e+00   7.50750e+01   4.54833e+02
          2550   4.57022e+02   2.55000e+03   1.01190e+00   7.50589e+01   4.55000e+02
          2551   4.57191e+02   2.55100e+03   1.01684e+00   7.50431e+01   4.55167e+02
          2552   4.57364e+02   2.55200e+03   1.02165e+00   7.50277e+01   4.55333e+02
          2553   4.57532e+02   2.55300e+03   1.02717e+00   7.50120e+01   4.55500e+02
          2554   4.57691e+02   2.55400e+03   1.03291e+00   7.49964e+01   4.55667e+02
          2555   4.57860e+02   2.55500e+03   1.03842e+00   7.49810e+01   4.55833e+02
          2556   4.58034e+02   2.55600e+03   1.04577e+00   7.49651e+01   4.56000e+02
          2557   4.58202e+02   2.55700e+03   1.05147e+00   7.49492e+01   4.56167e+02
          2558   4.58366e+02   2.55800e+03   1.05637e+00   7.49340e+01   4.56333e+02
          2559   4.58538e+02   2.55900e+03   1.06137e+00   7.49192e+01   4.56500e+02
          2560   4.58699e+02   2.56000e+03   1.06595e+00   7.49034e+01   4.56667e+02
          2561   4.58869e+02   2.56100e+03   1.07083e+00   7.48886e+01   4.56833e+02
          2562   4.59041e+02   2.56200e+03   1.07648e+00   7.48747e+01   4.57000e+02
          2563   4.59209e+02   2.56300e+03   1.08245e+00   7.48607e+01   4.57167e+02
          2564   4.59365e+02   2.56400e+03   1.08883e+00   7.48468e+01   4.57333e+02
          2565   4.59535e+02   2.56500e+03   1.09485e+00   7.48316e+01   4.57500e+02
          2566   4.59702e+02   2.56600e+03   1.10014e+00   7.48151e+01   4.57667e+02
          2567   4.59869e+02   2.56700e+03   1.10493e+00   7.47980e+01   4.57833e+02
          2568   4.60043e+02   2.56800e+03   1.11093e+00   7.47792e+01   4.58000e+02
          2569   4.60207e+02   2.56900e+03   1.11680e+00   7.47621e+01   4.58167e+02
          2570   4.60367e+02   2.57000e+03   1.12276e+00   7.47449e+01   4.58333e+02
          2571   4.60546e+02   2.57100e+03   1.12922e+00   7.47274e+01   4.58500e+02
          2572   4.60717e+02   2.57200e+03   1.13603e+00   7.47112e+01   4.58667e+02
          2573   4.60879e+02   2.57300e+03   1.14250e+00   7.46956e+01   4.58833e+02
          2574   4.61039e+02   2.57400e+03   1.14837e+00   7.46802e+01   4.59000e+02
          2575   4.61212e+02   2.57500e+03   1.15441e+00   7.46645e+01   4.59167e+02
          2576   4.61378e+02   2.57600e+03   1.15967e+00   7.46516e+01   4.59333e+02
          2577   4.61554e+02   2.57700e+03   1.16592e+00   7.46387e+01   4.59500e+02
          2578   4.61723e+02   2.57800e+03   1.17148e+00   7.46256e+01   4.59667e+02
          2579   4.61896e+02   2.57900e+03   1.17723e+00   7.46122e+01   4.59833e+02
          2580   4.62053e+02   2.58000e+03   1.18486e+00   7.46016e+01   4.60000e+02
          2581   4.62222e+02   2.58100e+03   1.19106e+00   7.45903e+01   4.60167e+02
          2582   4.62387e+02   2.58200e+03   1.19702e+00   7.45786e+01   4.60333e+02
          2583   4.62555e+02   2.58300e+03   1.20308e+00   7.45667e+01   4.60500e+02
          2584   4.62728e+02   2.58400e+03   1.20793e+00   7.45564e+01   4.60667e+02
          2585   4.62891e+02   2.58500e+03   1.21310e+00   7.45450e+01   4.60833e+02
          2586   4.63065e+02   2.58600e+03   1.21849e+00   7.45327e+01   4.61000e+02
          2587   4.63221e+02   2.58700e+03   1.22398e+00   7.45203e+01   4.61167e+02
          2588   4.63396e+02   2.58800e+03   1.23041e+00   7.45074e+01   4.61333e+02
          2589   4.63566e+02   2.58900e+03   1.23738e+00   7.44937e+01   4.61500e+02
          2590   4.63738e+02   2.59000e+03   1.24348e+00   7.44794e+01   4.61667e+02
          2591   4.63894e+02   2.59100e+03   1.25003e+00   7.44656e+01   4.61833e+02
          2592   4.64076e+02   2.59200e+03   1.25646e+00   7.44495e+01   4.62000e+02
          2593   4.64246e+02   2.59300e+03   1.26325e+00   7.44338e+01   4.62167e+02
          2594   4.64403e+02   2.59400e+03   1.27014e+00   7.44189e+01   4.62333e+02
          2595   4.64576e+02   2.59500e+03   1.27712e+00   7.44042e+01   4.62500e+02
          2596   4.64750e+02   2.59600e+03   1.28486e+00   7.43880e+01   4.62667e+02
          2597   4.64916e+02   2.59700e+03   1.29137e+00   7.43722e+01   4.62833e+02
          2598   4.65085e+02   2.59800e+03   1.29806e+00   7.43571e+01   4.63000e+02
          2599   4.65247e+02   2.59900e+03   1.30562e+00   7.43420e+01   4.63167e+02
          2600   4.65411e+02   2.60000e+03   1.31187e+00   7.43262e+01   4.63333e+02
          2601   4.65586e+02   2.60100e+03   1.31776e+00   7.43112e+01   4.63500e+02
          2602   4.65750e+02   2.60200e+03   1.32342e+00   7.42968e+01   4.63667e+02
          2603   4.65908e+02   2.60300e+03   1.32939e+00   7.42821e+01   4.63833e+02
          2604   4.66085e+02   2.60400e+03   1.33494e+00   7.42682e+01   4.64000e+02
          2605   4.66254e+02   2.60500e+03   1.34108e+00   7.42548e+01   4.64167e+02
          2606   4.66416e+02   2.60600e+03   1.34709e+00   7.42411e+01   4.64333e+02
          2607   4.66586e+02   2.60700e+03   1.35355e+00   7.42271e+01   4.64500e+02
          2608   4.66761e+02   2.60800e+03   1.35946e+00   7.42146e+01   4.64667e+02
          2609   4.66926e+02   2.60900e+03   1.36567e+00   7.42011e+01   4.64833e+02
          2610   4.67090e+02   2.61000e+03   1.37221e+00   7.41869e+01   4.65000e+02
          2611   4.67258e+02   2.61100e+03   1.37884e+00   7.41727e+01   4.65167e+02
          2612   4.67426e+02   2.61200e+03   1.38540e+00   7.41584e+01   4.65333e+02
          2613   4.67598e+02   2.61300e+03   1.39156e+00   7.41434e+01   4.65500e+02
          2614   4.67768e+02   2.61400e+03   1.39708e+00   7.41283e+01   4.65667e+02
          2615   4.67928e+02   2.61500e+03   1.40273e+00   7.41137e+01   4.65833e+02
          2616   4.68098e+02   2.61600e+03   1.40928e+00   7.40984e+01   4.66000e+02
          2617   4.68262e+02   2.61700e+03   1.41511e+00   7.40835e+01   4.66167e+02
          2618   4.68432e+02   2.61800e+03   1.42095e+00   7.40692e+01   4.66333e+02
          2619   4.68609e+02   2.61900e+03   1.42701e+00   7.40551e+01   4.66500e+02
          2620   4.68776e+02   2.62000e+03   1.43208e+00   7.40411e+01   4.66667e+02
          2621   4.68942e+02   2.62100e+03   1.43770e+00   7.40273e+01   4.66833e+02
          2622   4.69106e+02   2.62200e+03   1.44358e+00   7.40137e+01   4.67000e+02
          2623   4.69281e+02   2.62300e+03   1.44974e+00   7.39996e+01   4.67167e+02
          2624   4.69445e+02   2.62400e+03   1.45473e+00   7.39850e+01   4.67333e+02
          2625   4.69607e+02   2.62500e+03   1.46062e+00   7.39711e+01   4.67500e+02
          2626   4.69778e+02   2.62600e+03   1.46686e+00   7.39584e+01   4.67667e+02
          2627   4.69950e+02   2.62700e+03   1.47335e+00   7.39463e+01   4.67833e+02
          2628   4.70124e+02   2.62800e+03   1.48171e+00   7.39353e+01   4.68000e+02
          2629   4.70288e+02   2.62900e+03   1.48915e+00   7.39237e+01   4.68167e+02
          2630   4.70446e+02   2.63000e+03   1.49586e+00   7.39118e+01   4.68333e+02
          2631   4.70621e+02   2.63100e+03   1.50250e+00   7.38993e+01   4.68500e+02
          2632   4.70778e+02   2.63200e+03   1.51023e+00   7.38867e+01   4.68667e+02
          2633   4.70954e+02   2.63300e+03   1.51719e+00   7.38727e+01   4.68833e+02
          2634   4.71121e+02   2.63400e+03   1.52430e+00   7.38577e+01   4.69000e+02
          2635   4.71289e+02   2.63500e+03   1.53165e+00   7.38423e+01   4.69167e+02
          2636   4.71456e+02   2.63600e+03   1.53922e+00   7.38229e+01   4.69333e+02
          2637   4.71626e+02   2.63700e+03   1.54571e+00   7.38049e+01   4.69500e+02
          2638   4.71781e+02   2.63800e+03   1.55224e+00   7.37874e+01   4.69667e+02
          2639   4.71946e+02   2.63900e+03   1.55892e+00   7.37698e+01   4.69833e+02
          2640   4.72119e+02   2.64000e+03   1.56339e+00   7.37516e+01   4.70000e+02
          2641   4.72292e+02   2.64100e+03   1.56865e+00   7.37350e+01   4.70167e+02
          2642   4.72464e+02   2.64200e+03   1.57416e+00   7.37195e+01   4.70333e+02
          2643   4.72632e+02   2.64300e+03   1.57989e+00   7.37042e+01   4.70500e+02
