         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]       [Wg^-1]           [%]          [°C]
           841   1.68471e+02   8.41000e+02  -8.96034e-01   9.28406e+01   1.70167e+02
           842   1.68638e+02   8.42000e+02  -8.98331e-01   9.28383e+01   1.70333e+02
           843   1.68798e+02   8.43000e+02  -9.00692e-01   9.28367e+01   1.70500e+02
           844   1.68977e+02   8.44000e+02  -9.02028e-01   9.28352e+01   1.70667e+02
           845   1.69146e+02   8.45000e+02  -9.03591e-01   9.28334e+01   1.70833e+02
           846   1.69320e+02   8.46000e+02  -9.04782e-01   9.28313e+01   1.71000e+02
           847   1.69478e+02   8.47000e+02  -9.05600e-01   9.28288e+01   1.71167e+02
           848   1.69650e+02   8.48000e+02  -9.07529e-01   9.28261e+01   1.71333e+02
           849   1.69828e+02   8.49000e+02  -9.09188e-01   9.28230e+01   1.71500e+02
           850   1.69981e+02   8.50000e+02  -9.10438e-01   9.28207e+01   1.71667e+02
           851   1.70148e+02   8.51000e+02  -9.11419e-01   9.28192e+01   1.71833e+02
           852   1.70327e+02   8.52000e+02  -9.12814e-01   9.28171e+01   1.72000e+02
           853   1.70486e+02   8.53000e+02  -9.13840e-01   9.28152e+01   1.72167e+02
           854   1.70659e+02   8.54000e+02  -9.15088e-01   9.28131e+01   1.72333e+02
           855   1.70834e+02   8.55000e+02  -9.16309e-01   9.28107e+01   1.72500e+02
           856   1.71000e+02   8.56000e+02  -9.17495e-01   9.28092e+01   1.72667e+02
           857   1.71168e+02   8.57000e+02  -9.18721e-01   9.28080e+01   1.72833e+02
           858   1.71345e+02   8.58000e+02  -9.19675e-01   9.28073e+01   1.73000e+02
           859   1.71517e+02   8.59000e+02  -9.20866e-01   9.28065e+01   1.73167e+02
           860   1.71682e+02   8.60000e+02  -9.22866e-01   9.28044e+01   1.73333e+02
           861   1.71845e+02   8.61000e+02  -9.24050e-01   9.28016e+01   1.73500e+02
           862   1.72012e+02   8.62000e+02  -9.24943e-01   9.27981e+01   1.73667e+02
           863   1.72190e+02   8.63000e+02  -9.25947e-01   9.27941e+01   1.73833e+02
           864   1.72348e+02   8.64000e+02  -9.27413e-01   9.27876e+01   1.74000e+02
           865   1.72522e+02   8.65000e+02  -9.28923e-01   9.27819e+01   1.74167e+02
           866   1.72688e+02   8.66000e+02  -9.30517e-01   9.27762e+01   1.74333e+02
           867   1.72868e+02   8.67000e+02  -9.31743e-01   9.27704e+01   1.74500e+02
           868   1.73040e+02   8.68000e+02  -9.33243e-01   9.27639e+01   1.74667e+02
           869   1.73215e+02   8.69000e+02  -9.34880e-01   9.27580e+01   1.74833e+02
           870   1.73376e+02   8.70000e+02  -9.36463e-01   9.27524e+01   1.75000e+02
           871   1.73538e+02   8.71000e+02  -9.37990e-01   9.27468e+01   1.75167e+02
           872   1.73715e+02   8.72000e+02  -9.39521e-01   9.27443e+01   1.75333e+02
           873   1.73869e+02   8.73000e+02  -9.40827e-01   9.27425e+01   1.75500e+02
           874   1.74048e+02   8.74000e+02  -9.42220e-01   9.27408e+01   1.75667e+02
           875   1.74218e+02   8.75000e+02  -9.43698e-01   9.27391e+01   1.75833e+02
           876   1.74386e+02   8.76000e+02  -9.45537e-01   9.27396e+01   1.76000e+02
           877   1.74552e+02   8.77000e+02  -9.46913e-01   9.27380e+01   1.76167e+02
           878   1.74721e+02   8.78000e+02  -9.48305e-01   9.27354e+01   1.76333e+02
           879   1.74890e+02   8.79000e+02  -9.49894e-01   9.27325e+01   1.76500e+02
           880   1.75065e+02   8.80000e+02  -9.51596e-01   9.27266e+01   1.76667e+02
           881   1.75225e+02   8.81000e+02  -9.53655e-01   9.27216e+01   1.76833e+02
           882   1.75407e+02   8.82000e+02  -9.55554e-01   9.27175e+01   1.77000e+02
           883   1.75572e+02   8.83000e+02  -9.57254e-01   9.27142e+01   1.77167e+02
           884   1.75733e+02   8.84000e+02  -9.59566e-01   9.27119e+01   1.77333e+02
           885   1.75901e+02   8.85000e+02  -9.61432e-01   9.27097e+01   1.77500e+02
           886   1.76057e+02   8.86000e+02  -9.62873e-01   9.27072e+01   1.77667e+02
           887   1.76243e+02   8.87000e+02  -9.63736e-01   9.27046e+01   1.77833e+02
           888   1.76412e+02   8.88000e+02  -9.65551e-01   9.27033e+01   1.78000e+02
           889   1.76583e+02   8.89000e+02  -9.66997e-01   9.27002e+01   1.78167e+02
           890   1.76752e+02   8.90000e+02  -9.68759e-01   9.26965e+01   1.78333e+02
           891   1.76909e+02   8.91000e+02  -9.70803e-01   9.26928e+01   1.78500e+02
           892   1.77089e+02   8.92000e+02  -9.71415e-01   9.26890e+01   1.78667e+02
           893   1.77252e+02   8.93000e+02  -9.72311e-01   9.26872e+01   1.78833e+02
           894   1.77421e+02   8.94000e+02  -9.73006e-01   9.26856e+01   1.79000e+02
           895   1.77598e+02   8.95000e+02  -9.73516e-01   9.26840e+01   1.79167e+02
           896   1.77769e+02   8.96000e+02  -9.73821e-01   9.26847e+01   1.79333e+02
           897   1.77939e+02   8.97000e+02  -9.74250e-01   9.26836e+01   1.79500e+02
           898   1.78115e+02   8.98000e+02  -9.74946e-01   9.26832e+01   1.79667e+02
           899   1.78279e+02   8.99000e+02  -9.75705e-01   9.26837e+01   1.79833e+02
           900   1.78447e+02   9.00000e+02  -9.77423e-01   9.26827e+01   1.80000e+02
           901   1.78615e+02   9.01000e+02  -9.78831e-01   9.26822e+01   1.80167e+02
           902   1.78773e+02   9.02000e+02  -9.80244e-01   9.26814e+01   1.80333e+02
           903   1.78952e+02   9.03000e+02  -9.81710e-01   9.26802e+01   1.80500e+02
           904   1.79133e+02   9.04000e+02  -9.82208e-01   9.26787e+01   1.80667e+02
           905   1.79296e+02   9.05000e+02  -9.83489e-01   9.26762e+01   1.80833e+02
           906   1.79461e+02   9.06000e+02  -9.84509e-01   9.26730e+01   1.81000e+02
           907   1.79623e+02   9.07000e+02  -9.85553e-01   9.26694e+01   1.81167e+02
           908   1.79799e+02   9.08000e+02  -9.87747e-01   9.26632e+01   1.81333e+02
           909   1.79967e+02   9.09000e+02  -9.89141e-01   9.26580e+01   1.81500e+02
           910   1.80139e+02   9.10000e+02  -9.90691e-01   9.26527e+01   1.81667e+02
           911   1.80315e+02   9.11000e+02  -9.92101e-01   9.26473e+01   1.81833e+02
           912   1.80478e+02   9.12000e+02  -9.93313e-01   9.26413e+01   1.82000e+02
           913   1.80656e+02   9.13000e+02  -9.94731e-01   9.26356e+01   1.82167e+02
           914   1.80815e+02   9.14000e+02  -9.96679e-01   9.26303e+01   1.82333e+02
           915   1.80988e+02   9.15000e+02  -9.99150e-01   9.26256e+01   1.82500e+02
           916   1.81152e+02   9.16000e+02  -1.00060e+00   9.26235e+01   1.82667e+02
           917   1.81342e+02   9.17000e+02  -1.00235e+00   9.26216e+01   1.82833e+02
           918   1.81502e+02   9.18000e+02  -1.00337e+00   9.26197e+01   1.83000e+02
           919   1.81673e+02   9.19000e+02  -1.00436e+00   9.26176e+01   1.83167e+02
           920   1.81839e+02   9.20000e+02  -1.00741e+00   9.26176e+01   1.83333e+02
           921   1.82014e+02   9.21000e+02  -1.00878e+00   9.26154e+01   1.83500e+02
           922   1.82180e+02   9.22000e+02  -1.00970e+00   9.26121e+01   1.83667e+02
           923   1.82340e+02   9.23000e+02  -1.01111e+00   9.26084e+01   1.83833e+02
           924   1.82524e+02   9.24000e+02  -1.01338e+00   9.26028e+01   1.84000e+02
           925   1.82684e+02   9.25000e+02  -1.01559e+00   9.26000e+01   1.84167e+02
           926   1.82856e+02   9.26000e+02  -1.01719e+00   9.25985e+01   1.84333e+02
           927   1.83032e+02   9.27000e+02  -1.01863e+00   9.25971e+01   1.84500e+02
           928   1.83189e+02   9.28000e+02  -1.01865e+00   9.25971e+01   1.84667e+02
           929   1.83357e+02   9.29000e+02  -1.01957e+00   9.25956e+01   1.84833e+02
           930   1.83531e+02   9.30000e+02  -1.02129e+00   9.25933e+01   1.85000e+02
           931   1.83699e+02   9.31000e+02  -1.02371e+00   9.25907e+01   1.85167e+02
           932   1.83870e+02   9.32000e+02  -1.02799e+00   9.25862e+01   1.85333e+02
           933   1.84023e+02   9.33000e+02  -1.03084e+00   9.25818e+01   1.85500e+02
           934   1.84203e+02   9.34000e+02  -1.03289e+00   9.25768e+01   1.85667e+02
           935   1.84383e+02   9.35000e+02  -1.03508e+00   9.25715e+01   1.85833e+02
           936   1.84546e+02   9.36000e+02  -1.03603e+00   9.25643e+01   1.86000e+02
           937   1.84712e+02   9.37000e+02  -1.03769e+00   9.25586e+01   1.86167e+02
           938   1.84878e+02   9.38000e+02  -1.03986e+00   9.25548e+01   1.86333e+02
           939   1.85048e+02   9.39000e+02  -1.04251e+00   9.25523e+01   1.86500e+02
           940   1.85209e+02   9.40000e+02  -1.04692e+00   9.25511e+01   1.86667e+02
           941   1.85375e+02   9.41000e+02  -1.04949e+00   9.25493e+01   1.86833e+02
           942   1.85546e+02   9.42000e+02  -1.05155e+00   9.25472e+01   1.87000e+02
           943   1.85729e+02   9.43000e+02  -1.05324e+00   9.25450e+01   1.87167e+02
           944   1.85892e+02   9.44000e+02  -1.05326e+00   9.25431e+01   1.87333e+02
           945   1.86064e+02   9.45000e+02  -1.05457e+00   9.25398e+01   1.87500e+02
           946   1.86228e+02   9.46000e+02  -1.05607e+00   9.25356e+01   1.87667e+02
           947   1.86400e+02   9.47000e+02  -1.05750e+00   9.25309e+01   1.87833e+02
           948   1.86557e+02   9.48000e+02  -1.05950e+00   9.25234e+01   1.88000e+02
           949   1.86723e+02   9.49000e+02  -1.06135e+00   9.25170e+01   1.88167e+02
           950   1.86903e+02   9.50000e+02  -1.06250e+00   9.25106e+01   1.88333e+02
           951   1.87079e+02   9.51000e+02  -1.06345e+00   9.25041e+01   1.88500e+02
           952   1.87241e+02   9.52000e+02  -1.06290e+00   9.24973e+01   1.88667e+02
           953   1.87418e+02   9.53000e+02  -1.06360e+00   9.24920e+01   1.88833e+02
           954   1.87582e+02   9.54000e+02  -1.06471e+00   9.24884e+01   1.89000e+02
           955   1.87757e+02   9.55000e+02  -1.06599e+00   9.24854e+01   1.89167e+02
           956   1.87923e+02   9.56000e+02  -1.06796e+00   9.24839e+01   1.89333e+02
           957   1.88099e+02   9.57000e+02  -1.06981e+00   9.24812e+01   1.89500e+02
           958   1.88268e+02   9.58000e+02  -1.07120e+00   9.24781e+01   1.89667e+02
           959   1.88439e+02   9.59000e+02  -1.07192e+00   9.24747e+01   1.89833e+02
           960   1.88610e+02   9.60000e+02  -1.07272e+00   9.24706e+01   1.90000e+02
           961   1.88776e+02   9.61000e+02  -1.07346e+00   9.24662e+01   1.90167e+02
           962   1.88938e+02   9.62000e+02  -1.07415e+00   9.24615e+01   1.90333e+02
           963   1.89110e+02   9.63000e+02  -1.07508e+00   9.24565e+01   1.90500e+02
           964   1.89283e+02   9.64000e+02  -1.07697e+00   9.24500e+01   1.90667e+02
           965   1.89446e+02   9.65000e+02  -1.07801e+00   9.24444e+01   1.90833e+02
           966   1.89622e+02   9.66000e+02  -1.07877e+00   9.24399e+01   1.91000e+02
           967   1.89785e+02   9.67000e+02  -1.07926e+00   9.24366e+01   1.91167e+02
           968   1.89958e+02   9.68000e+02  -1.07935e+00   9.24355e+01   1.91333e+02
           969   1.90123e+02   9.69000e+02  -1.08044e+00   9.24340e+01   1.91500e+02
           970   1.90290e+02   9.70000e+02  -1.08105e+00   9.24323e+01   1.91667e+02
           971   1.90462e+02   9.71000e+02  -1.08142e+00   9.24303e+01   1.91833e+02
           972   1.90643e+02   9.72000e+02  -1.08394e+00   9.24298e+01   1.92000e+02
           973   1.90808e+02   9.73000e+02  -1.08544e+00   9.24274e+01   1.92167e+02
           974   1.90976e+02   9.74000e+02  -1.08701e+00   9.24242e+01   1.92333e+02
           975   1.91140e+02   9.75000e+02  -1.08863e+00   9.24206e+01   1.92500e+02
           976   1.91306e+02   9.76000e+02  -1.09078e+00   9.24140e+01   1.92667e+02
           977   1.91469e+02   9.77000e+02  -1.09244e+00   9.24086e+01   1.92833e+02
           978   1.91649e+02   9.78000e+02  -1.09449e+00   9.24033e+01   1.93000e+02
           979   1.91809e+02   9.79000e+02  -1.09696e+00   9.23979e+01   1.93167e+02
           980   1.91984e+02   9.80000e+02  -1.09867e+00   9.23917e+01   1.93333e+02
           981   1.92157e+02   9.81000e+02  -1.09976e+00   9.23856e+01   1.93500e+02
           982   1.92320e+02   9.82000e+02  -1.10100e+00   9.23793e+01   1.93667e+02
           983   1.92493e+02   9.83000e+02  -1.10268e+00   9.23730e+01   1.93833e+02
           984   1.92659e+02   9.84000e+02  -1.10461e+00   9.23661e+01   1.94000e+02
           985   1.92823e+02   9.85000e+02  -1.10610e+00   9.23595e+01   1.94167e+02
           986   1.92994e+02   9.86000e+02  -1.10704e+00   9.23530e+01   1.94333e+02
           987   1.93164e+02   9.87000e+02  -1.10791e+00   9.23466e+01   1.94500e+02
           988   1.93340e+02   9.88000e+02  -1.10843e+00   9.23404e+01   1.94667e+02
           989   1.93508e+02   9.89000e+02  -1.10983e+00   9.23342e+01   1.94833e+02
           990   1.93669e+02   9.90000e+02  -1.11142e+00   9.23281e+01   1.95000e+02
           991   1.93832e+02   9.91000e+02  -1.11273e+00   9.23221e+01   1.95167e+02
           992   1.94009e+02   9.92000e+02  -1.11443e+00   9.23164e+01   1.95333e+02
           993   1.94175e+02   9.93000e+02  -1.11530e+00   9.23105e+01   1.95500e+02
           994   1.94361e+02   9.94000e+02  -1.11663e+00   9.23050e+01   1.95667e+02
           995   1.94517e+02   9.95000e+02  -1.11823e+00   9.23003e+01   1.95833e+02
           996   1.94690e+02   9.96000e+02  -1.11961e+00   9.22985e+01   1.96000e+02
           997   1.94858e+02   9.97000e+02  -1.12131e+00   9.22968e+01   1.96167e+02
           998   1.95022e+02   9.98000e+02  -1.12328e+00   9.22951e+01   1.96333e+02
           999   1.95198e+02   9.99000e+02  -1.12537e+00   9.22934e+01   1.96500e+02
          1000   1.95365e+02   1.00000e+03  -1.12746e+00   9.22941e+01   1.96667e+02
          1001   1.95539e+02   1.00100e+03  -1.12938e+00   9.22922e+01   1.96833e+02
          1002   1.95710e+02   1.00200e+03  -1.13044e+00   9.22893e+01   1.97000e+02
          1003   1.95877e+02   1.00300e+03  -1.13116e+00   9.22859e+01   1.97167e+02
          1004   1.96053e+02   1.00400e+03  -1.13364e+00   9.22791e+01   1.97333e+02
          1005   1.96222e+02   1.00500e+03  -1.13534e+00   9.22737e+01   1.97500e+02
          1006   1.96391e+02   1.00600e+03  -1.13642e+00   9.22681e+01   1.97667e+02
          1007   1.96554e+02   1.00700e+03  -1.13756e+00   9.22624e+01   1.97833e+02
          1008   1.96726e+02   1.00800e+03  -1.13787e+00   9.22562e+01   1.98000e+02
          1009   1.96902e+02   1.00900e+03  -1.13889e+00   9.22516e+01   1.98167e+02
          1010   1.97063e+02   1.01000e+03  -1.13982e+00   9.22488e+01   1.98333e+02
          1011   1.97233e+02   1.01100e+03  -1.14083e+00   9.22468e+01   1.98500e+02
          1012   1.97400e+02   1.01200e+03  -1.14068e+00   9.22465e+01   1.98667e+02
          1013   1.97569e+02   1.01300e+03  -1.14120e+00   9.22451e+01   1.98833e+02
          1014   1.97737e+02   1.01400e+03  -1.14209e+00   9.22432e+01   1.99000e+02
          1015   1.97917e+02   1.01500e+03  -1.14345e+00   9.22410e+01   1.99167e+02
          1016   1.98087e+02   1.01600e+03  -1.14508e+00   9.22382e+01   1.99333e+02
          1017   1.98257e+02   1.01700e+03  -1.14621e+00   9.22348e+01   1.99500e+02
          1018   1.98421e+02   1.01800e+03  -1.14758e+00   9.22309e+01   1.99667e+02
          1019   1.98590e+02   1.01900e+03  -1.14944e+00   9.22265e+01   1.99833e+02
          1020   1.98758e+02   1.02000e+03  -1.15114e+00   9.22200e+01   2.00000e+02
          1021   1.98931e+02   1.02100e+03  -1.15270e+00   9.22144e+01   2.00167e+02
          1022   1.99101e+02   1.02200e+03  -1.15457e+00   9.22089e+01   2.00333e+02
          1023   1.99270e+02   1.02300e+03  -1.15615e+00   9.22034e+01   2.00500e+02
          1024   1.99438e+02   1.02400e+03  -1.15892e+00   9.21977e+01   2.00667e+02
          1025   1.99607e+02   1.02500e+03  -1.16081e+00   9.21920e+01   2.00833e+02
          1026   1.99785e+02   1.02600e+03  -1.16262e+00   9.21862e+01   2.01000e+02
          1027   1.99943e+02   1.02700e+03  -1.16446e+00   9.21804e+01   2.01167e+02
          1028   2.00114e+02   1.02800e+03  -1.16627e+00   9.21745e+01   2.01333e+02
          1029   2.00279e+02   1.02900e+03  -1.16822e+00   9.21685e+01   2.01500e+02
          1030   2.00459e+02   1.03000e+03  -1.16990e+00   9.21625e+01   2.01667e+02
          1031   2.00628e+02   1.03100e+03  -1.17199e+00   9.21564e+01   2.01833e+02
          1032   2.00789e+02   1.03200e+03  -1.17432e+00   9.21498e+01   2.02000e+02
          1033   2.00958e+02   1.03300e+03  -1.17662e+00   9.21433e+01   2.02167e+02
          1034   2.01134e+02   1.03400e+03  -1.17925e+00   9.21368e+01   2.02333e+02
          1035   2.01302e+02   1.03500e+03  -1.18236e+00   9.21303e+01   2.02500e+02
          1036   2.01470e+02   1.03600e+03  -1.18516e+00   9.21237e+01   2.02667e+02
          1037   2.01647e+02   1.03700e+03  -1.18781e+00   9.21172e+01   2.02833e+02
          1038   2.01821e+02   1.03800e+03  -1.19007e+00   9.21107e+01   2.03000e+02
          1039   2.01986e+02   1.03900e+03  -1.19225e+00   9.21042e+01   2.03167e+02
          1040   2.02154e+02   1.04000e+03  -1.19555e+00   9.20981e+01   2.03333e+02
          1041   2.02322e+02   1.04100e+03  -1.19806e+00   9.20919e+01   2.03500e+02
          1042   2.02493e+02   1.04200e+03  -1.20021e+00   9.20859e+01   2.03667e+02
          1043   2.02666e+02   1.04300e+03  -1.20238e+00   9.20799e+01   2.03833e+02
          1044   2.02844e+02   1.04400e+03  -1.20368e+00   9.20742e+01   2.04000e+02
          1045   2.03003e+02   1.04500e+03  -1.20482e+00   9.20684e+01   2.04167e+02
          1046   2.03171e+02   1.04600e+03  -1.20568e+00   9.20626e+01   2.04333e+02
          1047   2.03339e+02   1.04700e+03  -1.20649e+00   9.20568e+01   2.04500e+02
          1048   2.03514e+02   1.04800e+03  -1.20707e+00   9.20510e+01   2.04667e+02
          1049   2.03678e+02   1.04900e+03  -1.20834e+00   9.20451e+01   2.04833e+02
          1050   2.03848e+02   1.05000e+03  -1.20972e+00   9.20391e+01   2.05000e+02
          1051   2.04019e+02   1.05100e+03  -1.21105e+00   9.20330e+01   2.05167e+02
          1052   2.04185e+02   1.05200e+03  -1.21210e+00   9.20267e+01   2.05333e+02
          1053   2.04348e+02   1.05300e+03  -1.21388e+00   9.20205e+01   2.05500e+02
          1054   2.04526e+02   1.05400e+03  -1.21560e+00   9.20144e+01   2.05667e+02
          1055   2.04689e+02   1.05500e+03  -1.21701e+00   9.20083e+01   2.05833e+02
          1056   2.04859e+02   1.05600e+03  -1.21958e+00   9.20020e+01   2.06000e+02
          1057   2.05034e+02   1.05700e+03  -1.22109e+00   9.19956e+01   2.06167e+02
          1058   2.05202e+02   1.05800e+03  -1.22237e+00   9.19891e+01   2.06333e+02
          1059   2.05382e+02   1.05900e+03  -1.22361e+00   9.19825e+01   2.06500e+02
          1060   2.05539e+02   1.06000e+03  -1.22587e+00   9.19756e+01   2.06667e+02
          1061   2.05709e+02   1.06100e+03  -1.22749e+00   9.19689e+01   2.06833e+02
          1062   2.05875e+02   1.06200e+03  -1.22887e+00   9.19624e+01   2.07000e+02
          1063   2.06048e+02   1.06300e+03  -1.23017e+00   9.19558e+01   2.07167e+02
          1064   2.06220e+02   1.06400e+03  -1.23047e+00   9.19495e+01   2.07333e+02
          1065   2.06380e+02   1.06500e+03  -1.23119e+00   9.19433e+01   2.07500e+02
          1066   2.06557e+02   1.06600e+03  -1.23188e+00   9.19372e+01   2.07667e+02
          1067   2.06719e+02   1.06700e+03  -1.23282e+00   9.19312e+01   2.07833e+02
          1068   2.06890e+02   1.06800e+03  -1.23357e+00   9.19258e+01   2.08000e+02
          1069   2.07054e+02   1.06900e+03  -1.23435e+00   9.19203e+01   2.08167e+02
          1070   2.07239e+02   1.07000e+03  -1.23558e+00   9.19147e+01   2.08333e+02
          1071   2.07390e+02   1.07100e+03  -1.23711e+00   9.19092e+01   2.08500e+02
          1072   2.07565e+02   1.07200e+03  -1.23743e+00   9.19039e+01   2.08667e+02
          1073   2.07737e+02   1.07300e+03  -1.23842e+00   9.18984e+01   2.08833e+02
          1074   2.07907e+02   1.07400e+03  -1.23958e+00   9.18930e+01   2.09000e+02
          1075   2.08083e+02   1.07500e+03  -1.24104e+00   9.18877e+01   2.09167e+02
          1076   2.08250e+02   1.07600e+03  -1.24323e+00   9.18823e+01   2.09333e+02
          1077   2.08415e+02   1.07700e+03  -1.24463e+00   9.18769e+01   2.09500e+02
          1078   2.08588e+02   1.07800e+03  -1.24580e+00   9.18714e+01   2.09667e+02
          1079   2.08753e+02   1.07900e+03  -1.24725e+00   9.18658e+01   2.09833e+02
          1080   2.08933e+02   1.08000e+03  -1.24985e+00   9.18601e+01   2.10000e+02
          1081   2.09093e+02   1.08100e+03  -1.25202e+00   9.18544e+01   2.10167e+02
          1082   2.09267e+02   1.08200e+03  -1.25367e+00   9.18488e+01   2.10333e+02
          1083   2.09438e+02   1.08300e+03  -1.25518e+00   9.18433e+01   2.10500e+02
          1084   2.09599e+02   1.08400e+03  -1.25638e+00   9.18377e+01   2.10667e+02
          1085   2.09778e+02   1.08500e+03  -1.25757e+00   9.18323e+01   2.10833e+02
          1086   2.09933e+02   1.08600e+03  -1.25889e+00   9.18269e+01   2.11000e+02
          1087   2.10106e+02   1.08700e+03  -1.25990e+00   9.18216e+01   2.11167e+02
          1088   2.10278e+02   1.08800e+03  -1.26105e+00   9.18165e+01   2.11333e+02
          1089   2.10450e+02   1.08900e+03  -1.26293e+00   9.18112e+01   2.11500e+02
          1090   2.10615e+02   1.09000e+03  -1.26464e+00   9.18059e+01   2.11667e+02
          1091   2.10789e+02   1.09100e+03  -1.26605e+00   9.18007e+01   2.11833e+02
          1092   2.10967e+02   1.09200e+03  -1.26646e+00   9.17953e+01   2.12000e+02
          1093   2.11131e+02   1.09300e+03  -1.26792e+00   9.17900e+01   2.12167e+02
          1094   2.11295e+02   1.09400e+03  -1.26973e+00   9.17847e+01   2.12333e+02
          1095   2.11466e+02   1.09500e+03  -1.27131e+00   9.17795e+01   2.12500e+02
          1096   2.11641e+02   1.09600e+03  -1.27339e+00   9.17718e+01   2.12667e+02
          1097   2.11804e+02   1.09700e+03  -1.27454e+00   9.17626e+01   2.12833e+02
          1098   2.11978e+02   1.09800e+03  -1.27567e+00   9.17527e+01   2.13000e+02
          1099   2.12147e+02   1.09900e+03  -1.27665e+00   9.17427e+01   2.13167e+02
          1100   2.12313e+02   1.10000e+03  -1.27766e+00   9.17294e+01   2.13333e+02
          1101   2.12492e+02   1.10100e+03  -1.27844e+00   9.17188e+01   2.13500e+02
          1102   2.12635e+02   1.10200e+03  -1.27965e+00   9.17091e+01   2.13667e+02
          1103   2.12817e+02   1.10300e+03  -1.28059e+00   9.16997e+01   2.13833e+02
          1104   2.12995e+02   1.10400e+03  -1.28034e+00   9.16928e+01   2.14000e+02
          1105   2.13152e+02   1.10500e+03  -1.28110e+00   9.16851e+01   2.14167e+02
          1106   2.13319e+02   1.10600e+03  -1.28257e+00   9.16777e+01   2.14333e+02
          1107   2.13497e+02   1.10700e+03  -1.28436e+00   9.16704e+01   2.14500e+02
          1108   2.13670e+02   1.10800e+03  -1.28693e+00   9.16644e+01   2.14667e+02
          1109   2.13844e+02   1.10900e+03  -1.28923e+00   9.16580e+01   2.14833e+02
          1110   2.13999e+02   1.11000e+03  -1.29096e+00   9.16515e+01   2.15000e+02
          1111   2.14175e+02   1.11100e+03  -1.29287e+00   9.16451e+01   2.15167e+02
          1112   2.14358e+02   1.11200e+03  -1.29650e+00   9.16391e+01   2.15333e+02
          1113   2.14523e+02   1.11300e+03  -1.29905e+00   9.16331e+01   2.15500e+02
          1114   2.14691e+02   1.11400e+03  -1.30146e+00   9.16272e+01   2.15667e+02
          1115   2.14851e+02   1.11500e+03  -1.30372e+00   9.16214e+01   2.15833e+02
          1116   2.15021e+02   1.11600e+03  -1.30711e+00   9.16160e+01   2.16000e+02
          1117   2.15185e+02   1.11700e+03  -1.30924e+00   9.16104e+01   2.16167e+02
          1118   2.15360e+02   1.11800e+03  -1.31131e+00   9.16047e+01   2.16333e+02
          1119   2.15532e+02   1.11900e+03  -1.31302e+00   9.15990e+01   2.16500e+02
          1120   2.15704e+02   1.12000e+03  -1.31327e+00   9.15917e+01   2.16667e+02
          1121   2.15879e+02   1.12100e+03  -1.31405e+00   9.15828e+01   2.16833e+02
          1122   2.16035e+02   1.12200e+03  -1.31506e+00   9.15728e+01   2.17000e+02
          1123   2.16203e+02   1.12300e+03  -1.31639e+00   9.15626e+01   2.17167e+02
          1124   2.16372e+02   1.12400e+03  -1.31573e+00   9.15497e+01   2.17333e+02
          1125   2.16548e+02   1.12500e+03  -1.31654e+00   9.15387e+01   2.17500e+02
          1126   2.16713e+02   1.12600e+03  -1.31742e+00   9.15284e+01   2.17667e+02
          1127   2.16897e+02   1.12700e+03  -1.31796e+00   9.15182e+01   2.17833e+02
          1128   2.17061e+02   1.12800e+03  -1.31866e+00   9.15087e+01   2.18000e+02
          1129   2.17244e+02   1.12900e+03  -1.31969e+00   9.14975e+01   2.18167e+02
          1130   2.17403e+02   1.13000e+03  -1.32037e+00   9.14850e+01   2.18333e+02
          1131   2.17565e+02   1.13100e+03  -1.32079e+00   9.14722e+01   2.18500e+02
          1132   2.17736e+02   1.13200e+03  -1.32315e+00   9.14589e+01   2.18667e+02
          1133   2.17915e+02   1.13300e+03  -1.32440e+00   9.14470e+01   2.18833e+02
          1134   2.18068e+02   1.13400e+03  -1.32519e+00   9.14361e+01   2.19000e+02
          1135   2.18248e+02   1.13500e+03  -1.32592e+00   9.14258e+01   2.19167e+02
          1136   2.18416e+02   1.13600e+03  -1.32711e+00   9.14187e+01   2.19333e+02
          1137   2.18575e+02   1.13700e+03  -1.32905e+00   9.14118e+01   2.19500e+02
          1138   2.18755e+02   1.13800e+03  -1.33103e+00   9.14055e+01   2.19667e+02
          1139   2.18926e+02   1.13900e+03  -1.33243e+00   9.13996e+01   2.19833e+02
          1140   2.19095e+02   1.14000e+03  -1.33351e+00   9.13972e+01   2.20000e+02
          1141   2.19257e+02   1.14100e+03  -1.33485e+00   9.13930e+01   2.20167e+02
          1142   2.19430e+02   1.14200e+03  -1.33612e+00   9.13885e+01   2.20333e+02
          1143   2.19600e+02   1.14300e+03  -1.33725e+00   9.13839e+01   2.20500e+02
          1144   2.19764e+02   1.14400e+03  -1.33836e+00   9.13765e+01   2.20667e+02
          1145   2.19938e+02   1.14500e+03  -1.33940e+00   9.13682e+01   2.20833e+02
          1146   2.20108e+02   1.14600e+03  -1.34053e+00   9.13594e+01   2.21000e+02
          1147   2.20274e+02   1.14700e+03  -1.34164e+00   9.13505e+01   2.21167e+02
          1148   2.20456e+02   1.14800e+03  -1.34102e+00   9.13386e+01   2.21333e+02
          1149   2.20609e+02   1.14900e+03  -1.34141e+00   9.13291e+01   2.21500e+02
          1150   2.20771e+02   1.15000e+03  -1.34256e+00   9.13204e+01   2.21667e+02
          1151   2.20958e+02   1.15100e+03  -1.34452e+00   9.13122e+01   2.21833e+02
          1152   2.21127e+02   1.15200e+03  -1.34426e+00   9.13059e+01   2.22000e+02
          1153   2.21292e+02   1.15300e+03  -1.34399e+00   9.12979e+01   2.22167e+02
