Dodecane_KIT_Vac_1175
Wavelength (nm),Abs
2655,0.07452610135
2654,0.07475357503
2653,0.07523566484
2652,0.07642480731
2651,0.07632599026
2650,0.07775599509
2649,0.07682660222
2648,0.07665016502
2647,0.0769828707
2646,0.07825578749
2645,0.0794339031
2644,0.07806798071
2643,0.07742594928
2642,0.07803901285
2641,0.0776463449
2640,0.07783003151
2639,0.07760805637
2638,0.0774737522
2637,0.0782186836
2636,0.07717440277
2635,0.07477995753
2634,0.07530874759
2633,0.07816392183
2632,0.07442995161
2631,0.07031333447
2630,0.07700094581
2629,0.07800803334
2628,0.07671097666
2627,0.07794803381
2626,0.07930447161
2625,0.07777160406
2624,0.07788775861
2623,0.07826629281
2622,0.07725159079
2621,0.073171556
2620,0.07516983151
2619,0.07812233269
2618,0.07468787581
2617,0.07340297848
2616,0.0781390667
2615,0.07791043073
2614,0.07686380297
2613,0.07862710208
2612,0.07858773321
2611,0.07703080773
2610,0.07729513198
2609,0.07791429758
2608,0.07873051614
2607,0.07982865721
2606,0.07710864395
2605,0.07698215544
2604,0.07813066989
2603,0.0773774758
2602,0.07525512576
2601,0.07817978412
2600,0.07833080739
2599,0.07736491412
2598,0.07693506032
2597,0.07324524224
2596,0.07054714113
2595,0.07068553567
2594,0.07673059404
2593,0.07873554528
2592,0.07875344902
2591,0.07813903689
2590,0.07647191733
2589,0.07640468329
2588,0.07726349682
2587,0.08052638173
2586,0.07850085199
2585,0.07515471429
2584,0.07755590975
2583,0.0800653398
2582,0.07753625512
2581,0.0782725513
2580,0.07928809524
2579,0.07849796861
2578,0.07880325615
2577,0.0802937448
2576,0.08064471185
2575,0.07940462977
2574,0.07977928966
2573,0.08069979399
2572,0.07899600267
2571,0.07890013605
2570,0.07808811963
2569,0.0788936168
2568,0.07917355001
2567,0.07934610546
2566,0.07872859389
2565,0.07892105728
2564,0.07785964012
2563,0.07731279731
2562,0.07609821111
2561,0.07966011018
2560,0.08068520576
2559,0.08022433519
2558,0.08009323478
2557,0.07967071235
2556,0.07955970615
2555,0.07950036228
2554,0.07950468361
2553,0.079111211
2552,0.07880285382
2551,0.07968430221
2550,0.0793954581
2549,0.07960149646
2548,0.07962659001
2547,0.08017495275
2546,0.07961707562
2545,0.07994586229
2544,0.07949395478
2543,0.07924634218
2542,0.07979717851
2541,0.07962998003
2540,0.08013501018
2539,0.08032694459
2538,0.07988758385
2537,0.07931733131
2536,0.07916134596
2535,0.07990015298
2534,0.08005607128
2533,0.07936488092
2532,0.07968850434
2531,0.07975406945
2530,0.08024513721
2529,0.0803212449
2528,0.08057007194
2527,0.08048005402
2526,0.08067148924
2525,0.08054994047
2524,0.08069302887
2523,0.08072473109
2522,0.08034092933
2521,0.08084566891
2520,0.08068211377
2519,0.08089534193
2518,0.0810091868
2517,0.08056857437
2516,0.08078514785
2515,0.08078212291
2514,0.08099708706
2513,0.0808891058
2512,0.08077853918
2511,0.08092805743
2510,0.08125397563
2509,0.08096433431
2508,0.08116809279
2507,0.08066909015
2506,0.0808935985
2505,0.0807954073
2504,0.08107189089
2503,0.08146070689
2502,0.08129782975
2501,0.08149631321
2500,0.08167266846
2499,0.08116465807
2498,0.08127029985
2497,0.08162564784
2496,0.08128552884
2495,0.08134743571
2494,0.08137162775
2493,0.08161243796
2492,0.08192489296
2491,0.08165551722
2490,0.08195903152
2489,0.08158481866
2488,0.08183474839
2487,0.08184787631
2486,0.08185300231
2485,0.08194827288
2484,0.08236216009
2483,0.08187319338
2482,0.08185568452
2481,0.08204773068
2480,0.0818406567
2479,0.08199770004
2478,0.08197218925
2477,0.08217426389
2476,0.08201524615
2475,0.08202252537
2474,0.0820953846
2473,0.08226710558
2472,0.08234895021
2471,0.0825740546
2470,0.08249551058
2469,0.08216644078
2468,0.08236112446
2467,0.08267688006
2466,0.08254650235
2465,0.08233205974
2464,0.08294899017
2463,0.08253720403
2462,0.0826690793
2461,0.08282949775
2460,0.08288767189
2459,0.08271276206
2458,0.08268758655
2457,0.08278366923
2456,0.08257161081
2455,0.08298370987
2454,0.08311837912
2453,0.08280453086
2452,0.08310819417
2451,0.08324033767
2450,0.0830969736
2449,0.08307967335
2448,0.08329511434
2447,0.08336887509
2446,0.08331754059
2445,0.08356629312
2444,0.08358575404
2443,0.08326419443
2442,0.08362350613
2441,0.08361204714
2440,0.08357978612
2439,0.08371609449
2438,0.08385770768
2437,0.08365673572
2436,0.08370368928
2435,0.08403238654
2434,0.08385419101
2433,0.08379969001
2432,0.08426313847
2431,0.08382418007
2430,0.08405274898
2429,0.0842487812
2428,0.08422844857
2427,0.08416145295
2426,0.08439513296
2425,0.08426883072
2424,0.08422917128
2423,0.08442845941
2422,0.08450483531
2421,0.08419372141
2420,0.08465089649
2419,0.08465630561
2418,0.08432386816
2417,0.08464768529
2416,0.08473907411
2415,0.084454678
2414,0.08494857699
2413,0.0850064382
2412,0.08463677019
2411,0.08497429639
2410,0.08522375673
2409,0.08498033881
2408,0.0850853771
2407,0.08537510037
2406,0.08504648507
2405,0.08528401703
2404,0.08531378955
2403,0.0853003636
2402,0.0853767097
2401,0.08561611921
2400,0.08530512452
2399,0.08554273099
2398,0.08569548279
2397,0.08561397344
2396,0.08566287905
2395,0.08598148078
2394,0.08598712832
2393,0.08582860231
2392,0.08620787412
2391,0.08608050644
2390,0.0860702768
2389,0.08638049662
2388,0.08643715829
2387,0.08615701646
2386,0.08649237454
2385,0.08666025102
2384,0.08660052717
2383,0.08669109643
2382,0.08676641434
2381,0.08673755825
2380,0.08682249486
2379,0.08711841702
