Atom_number     X(nm)     Y(nm)     Z(nm)     
570     0.3208901768     3.6126163394     0.0781612294  
571     0.0989861567     3.5266016646     0.0070566406  
572    -0.1339562949     3.4405869899     0.0129787112  
573    -0.3519606235     3.3545723151     0.0952670422  
574    -0.5307160977     3.2685576404     0.2447452585  
575    -0.6502888183     3.1825429656     0.4447443114  
576    -0.6973446453     3.0965282909     0.6729613262  
577    -0.6666361526     3.0105136161     0.9039467049  
578    -0.5615877948     2.9244989414     1.1119421356  
579    -0.3939140293     2.8384842667     1.2737530284  
580    -0.1823129794     2.7524695919     1.3713350575  
581     0.1269870749     4.3253093587     1.3839205697  
582     0.3458167446     4.2392946840     1.3038528961  
583     0.5260826940     4.1532800092     1.1561997750  
584     0.6476825834     4.0672653345     0.9574267295  
585     0.6970562131     3.9812506597     0.7296999165  
586     0.6686976877     3.8952359850     0.4984142690  
587     0.5657694053     3.8092213102     0.2893615834  
588     0.3997494032     3.7232066355     0.1258543493  
589     0.1891513857     3.6371919607     0.0261260599  
590    -0.0425398300     3.5511772860     0.0012979056  
591    -0.2694872208     3.4651626112     0.0541385956  
592    -0.4663827706     3.3791479365     0.1787556055  
593    -0.6112696915     3.2931332617     0.3612522817  
594    -0.6879909328     3.2071185870     0.5812775253  
595    -0.6879909328     3.1211039123     0.8142952429  
596    -0.6112696915     3.0350892375     1.0343204865  
597    -0.4663827706     2.9490745628     1.2168171627  
598    -0.2694872208     2.8630598880     1.3414341726  
599    -0.0425398300     2.7770452133     1.3942748626  
600     0.1754557280     4.4604752762     1.3731537844  
601     0.3880379378     4.3744606014     1.2777281024  
602     0.5573481351     4.2884459267     1.1176302767  
603     0.6645057098     4.2024312519     0.9107136005  
604     0.6975609955     4.1164165772     0.6800523667  
605     0.6528278353     4.0304019024     0.4513687401  
606     0.5352946432     3.9443872277     0.2501643529  
607     0.3580681215     3.8583725529     0.0988764925  
608     0.1409116684     3.7723578782     0.0143760099  
609    -0.0919585356     3.6863432034     0.0060859680  
610    -0.3145739925     3.6003285287     0.0749308302  
611    -0.5021097615     3.5143138540     0.2132333682  
612    -0.6336528098     3.4282991792     0.4055707882  
613    -0.6945341272     3.3422845045     0.6304946017  
614    -0.6779645396     3.2562698297     0.8629224517  
615    -0.5857918030     3.1702551550     1.0769351694  
616    -0.4282945510     3.0842404802     1.2486671475  
617    -0.2230360741     2.9982258055     1.3589677113  
618     0.0070942486     2.9122111307     1.3955367044  
619     0.0849214091     4.5710655723     1.3903859741  
620     0.3082252919     4.4850508975     1.3238079550  
621     0.4971574615     4.3990362228     1.1874192020  
622     0.6306491656     4.3130215480     0.9964290933  
623     0.6938140900     4.2270068733     0.7721358722  
624     0.6796084042     4.1409921985     0.5395515752  
625     0.5896162540     4.0549775238     0.3246128175  
626     0.4338731051     3.9689628490     0.1512884733  
627     0.2297466395     3.8829481743     0.0389067901  
628     0.0000000000     3.7969334995     0.0000000000  
629    -0.2297466395     3.7109188248     0.0389067901  
630    -0.4338731051     3.6249041501     0.1512884733  
631    -0.5896162540     3.5388894753     0.3246128175  
632    -0.6796084042     3.4528748006     0.5395515752  
633    -0.6938140900     3.3668601258     0.7721358722  
634    -0.6306491656     3.2808454511     0.9964290933  
635    -0.4971574615     3.1948307763     1.1874192020  
636    -0.3082252919     3.1088161016     1.3238079550  
637    -0.0849214091     3.0228014268     1.3903859741  
638     0.1339562949     4.7062314897     1.3825940570  
639     0.3519606235     4.6202168150     1.3003057260  
640     0.5307160977     4.5342021402     1.1508275097  
641     0.6502888183     4.4481874655     0.9508284568  
642     0.6973446453     4.3621727907     0.7226114420  
643     0.6666361526     4.2761581160     0.4916260633  
644     0.5615877948     4.1901434413     0.2836306326  
645     0.3939140293     4.1041287665     0.1218197398  
646     0.1823129794     4.0181140918     0.0242377107  
647    -0.0496186845     3.9320994170     0.0017663959  
648    -0.2760171256     3.8460847423     0.0569116817  
649    -0.4716355441     3.7600700675     0.1835240470  
650    -0.6146595712     3.6740553928     0.3674843263  
651    -0.6891398965     3.5880407180     0.5882782071  
652    -0.6867708540     3.5020260433     0.8212838816  
653    -0.6078166272     3.4160113685     1.0405177448  
654    -0.4610817888     3.3299966938     1.2215319539  
655    -0.2629294601     3.2439820190     1.3441407272  
656    -0.0354565784     3.1579673443     1.3946713595  
657     0.0425398300     4.8168217858     1.3942748626  
658     0.2694872208     4.7308071111     1.3414341726  
659     0.4663827706     4.6447924363     1.2168171627  
660     0.6112696915     4.5587777616     1.0343204865  
661     0.6879909328     4.4727630868     0.8142952429  
662     0.6879909328     4.3867484121     0.5812775253  
663     0.6112696915     4.3007337374     0.3612522817  
664     0.4663827706     4.2147190626     0.1787556055  
665     0.2694872208     4.1287043879     0.0541385956  
666     0.0425398300     4.0426897131     0.0012979056  
667    -0.1891513857     3.9566750384     0.0261260599  
668    -0.3997494032     3.8706603636     0.1258543493  
669    -0.5657694053     3.7846456889     0.2893615834  
670    -0.6686976877     3.6986310141     0.4984142690  
671    -0.6970562131     3.6126163394     0.7296999165  
672    -0.6476825834     3.5266016646     0.9574267295  
673    -0.5260826940     3.4405869899     1.1561997750  
674    -0.3458167446     3.3545723151     1.3038528961  
675    -0.1269870749     3.2685576404     1.3839205697  
676     0.0919585356     4.9519877033     1.3894868001  
677     0.3145739925     4.8659730285     1.3206419380  
678     0.5021097615     4.7799583538     1.1823394000  
679     0.6336528098     4.6939436791     0.9900019800  
680     0.6945341272     4.6079290043     0.7650781665  
681     0.6779645396     4.5219143296     0.5326503165  
682     0.5857918030     4.4358996548     0.3186375988  
683     0.4282945510     4.3498849801     0.1469056207  
684     0.2230360741     4.2638703053     0.0366050569  
685    -0.0070942486     4.1778556306     0.0000360638  
686    -0.2364334569     4.0918409558     0.0412766292  
687    -0.4394068114     4.0058262811     0.1557278154  
688    -0.5933797586     3.9198116063     0.3306266097  
689    -0.6811820202     3.8337969316     0.5464691902  
690    -0.6930223357     3.7477822568     0.7791858927  
691    -0.6275803336     3.6617675821     1.0028253369  
692    -0.4921537721     3.5757529073     1.1924483924  
693    -0.3018447311     3.4897382326     1.3269092625  
694    -0.0778755045     3.4037235578     1.3912135566  
695     0.0000000000     5.0625779994     1.3955727682  
696     0.2297466395     4.9765633247     1.3566659781  
697     0.4338731051     4.8905486499     1.2442842949  
698     0.5896162540     4.8045339752     1.0709599507  
699     0.6796084042     4.7185193004     0.8560211930  
700     0.6938140900     4.6325046257     0.6234368960  
701     0.6306491656     4.5464899509     0.3991436749  
702     0.4971574615     4.4604752762     0.2081535662  
703     0.3082252919     4.3744606014     0.0717648132  
704     0.0849214091     4.2884459267     0.0051867941  
705    -0.1478524763     4.2024312519     0.0158439502  
706    -0.3641386073     4.1164165772     0.1025478500  
707    -0.5398178573     4.0304019024     0.2556297164  
708    -0.6552993719     3.9443872277     0.4580186402  
709    -0.6977052414     3.8583725529     0.6871452404  
710    -0.6623065794     3.7723578782     0.9174584867  
711    -0.5530508643     3.6863432034     1.1232750200  
712    -0.3821217364     3.6003285287     1.2816432299  
713    -0.1685803405     3.5143138540     1.3749027010  
714     0.0496186845     5.1977439169     1.3938063723  
715     0.2760171256     5.1117292421     1.3386610865  
716     0.4716355441     5.0257145674     1.2120487212  
717     0.6146595712     4.9396998926     1.0280884419  
718     0.6891398965     4.8536852179     0.8072945611  
719     0.6867708540     4.7676705431     0.5742888866  
720     0.6078166272     4.6816558684     0.3550550234  
721     0.4610817888     4.5956411936     0.1740408143  
722     0.2629294601     4.5096265189     0.0514320410  
723     0.0354565784     4.4236118441     0.0009014087  
724    -0.1959702402     4.3375971694     0.0280838361  
725    -0.4055434566     4.2515824946     0.1299480773  
726    -0.5698925343     4.1655678199     0.2951347516  
727    -0.6706901020     4.0795531451     0.5052230831  
728    -0.6966957289     3.9935384704     0.7367850922  
729    -0.6450093999     3.9075237957     0.9639981642  
730    -0.5213949111     3.8215091209     1.1615246557  
731    -0.3396371199     3.7354944462     1.3073374194  
732    -0.1200047287     3.6494797714     1.3851761592  
733     0.1891513857     5.2223195382     1.3694467083  
734     0.3997494032     5.1363048635     1.2697184189  
735     0.5657694053     5.0502901887     1.1062111848  
736     0.6686976877     4.9642755140     0.8971584992  
737     0.6970562131     4.8782608392     0.6658728517  
738     0.6476825834     4.7922461645     0.4381460387  
739     0.5260826940     4.7062314897     0.2393729932  
740     0.3458167446     4.6202168150     0.0917198721  
741     0.1269870749     4.5342021402     0.0116521985  
742    -0.1060035460     4.4481874655     0.0080987113  
743    -0.3271731918     4.3621727907     0.0814556771  
744    -0.5118581513     4.2761581160     0.2235427012  
745    -0.6394632994     4.1901434413     0.4185149631  
746    -0.6957587604     4.1041287665     0.6446301500  
747    -0.6744667515     4.0181140918     0.8766730492  
748    -0.5779616491     3.9320994170     1.0887674195  
749    -0.4170052101     3.8460847423     1.2572615780  
750    -0.2095464761     3.7600700675     1.3633659152  
751     0.0212798126     3.6740553928     1.3952482163  
752     0.0070942486     5.4435001304     1.3955367044  
753     0.2364334569     5.3574854557     1.3542961390  
754     0.4394068114     5.2714707809     1.2398449528  
755     0.5933797586     5.1854561062     1.0649461585  
756     0.6811820202     5.0994414314     0.8491035780  
757     0.6930223357     5.0134267567     0.6163868755  
758     0.6275803336     4.9274120819     0.3927474312  
759     0.4921537721     4.8413974072     0.2031243758  
760     0.3018447311     4.7553827324     0.0686635057  
761     0.0778755045     4.6693680577     0.0043592116  
762    -0.1547780013     4.5833533830     0.0173823805  
763    -0.3701714535     4.4973387082     0.1062807350  
764    -0.5442852724     4.4113240335     0.2611407840  
765    -0.6577031726     4.3253093587     0.4646933241  
766    -0.6977773681     4.2392946840     0.6942392140  
767    -0.6600389889     4.1532800092     0.9241806662  
768    -0.5486964267     4.0672653345     1.1288757822  
769    -0.3761660364     3.9812506597     1.2854980063  
770    -0.1616875274     3.8952359850     1.3765816267  
771     0.1478524763     5.4680757518     1.3797288179  
772     0.3641386073     5.3820610770     1.2930249182  
773     0.5398178573     5.2960464023     1.1399430518  
774     0.6552993719     5.2100317275     0.9375541280  
775     0.6977052414     5.1240170528     0.7084275278  
776     0.6623065794     5.0380023780     0.4781142815  
777     0.5530508643     4.9519877033     0.2722977482  
778     0.3821217364     4.8659730285     0.1139295383  
779     0.1685803405     4.7799583538     0.0206700672  
780    -0.0637602755     4.6939436791     0.0029191557  
781    -0.2889906706     4.6079290043     0.0626562950  
782    -0.4819942995     4.5219143296     0.1932199037  
783    -0.6212483814     4.4358996548     0.3800501940  
784    -0.6912240110     4.3498849801     0.6023128043  
785    -0.6841178630     4.2638703053     0.8352221415  
786    -0.6007223786     4.1778556306     1.0528053437  
787    -0.4503373972     4.0918409558     1.2307986415  
788    -0.2497330851     4.0058262811     1.3493531297  
789    -0.0212798126     3.9198116063     1.3952482163  
790     0.1959702402     5.6032416692     1.3674889321  
791     0.4055434566     5.5172269945     1.2656246909  
792     0.5698925343     5.4312123197     1.1004380166  
793     0.6706901020     5.3451976450     0.8903496851  
794     0.6966957289     5.2591829702     0.6587876760  
795     0.6450093999     5.1731682955     0.4315746040  
796     0.5213949111     5.0871536208     0.2340481125  
797     0.3396371199     5.0011389460     0.0882353488  
798     0.1200047287     4.9151242713     0.0103966090  
799    -0.1130099781     4.8291095965     0.0092120724  
800    -0.3334223882     4.7430949218     0.0848138326  
801    -0.5166532335     4.6570802470     0.2287711667  
802    -0.6422695442     4.5710655723     0.4250306867  
803    -0.6962632297     4.4850508975     0.6517065315  
804    -0.6726131895     4.3990362228     0.8835209665  
805    -0.5739567556     4.3130215480     1.0946232278  
806    -0.4112955904     4.2270068733     1.2614722675  
807    -0.2027688379     4.1409921985     1.3654619312  
808     0.0283696617     4.0549775238     1.3949958219  
809     0.1060035460     5.7138319653     1.3874740569  
810     0.3271731918     5.6278172906     1.3141170911  
811     0.5118581513     5.5418026158     1.1720300670  
812     0.6394632994     5.4557879411     0.9770578051  
813     0.6957587604     5.3697732664     0.7509426182  
814     0.6744667515     5.2837585916     0.5188997190  
815     0.5779616491     5.1977439169     0.3068053487  
816     0.4170052101     5.1117292421     0.1383111902  
817     0.2095464761     5.0257145674     0.0322068530  
818    -0.0212798126     4.9396998926     0.0003245519  
819    -0.2497330851     4.8536852179     0.0462196384  
820    -0.4503373972     4.7676705431     0.1647741267  
821    -0.6007223786     4.6816558684     0.3427674245  
822    -0.6841178630     4.5956411936     0.5603506267  
823    -0.6912240110     4.5096265189     0.7932599639  
824    -0.6212483814     4.4236118441     1.0155225742  
825    -0.4819942995     4.3375971694     1.2023528645  
826    -0.2889906706     4.2515824946     1.3329164732  
827    -0.0637602755     4.1655678199     1.3926536125  
828     0.1547780013     5.8489978828     1.3781903877  
829     0.3701714535     5.7629832081     1.2892920332  
830     0.5442852724     5.6769685333     1.1344319842  
831     0.6577031726     5.5909538586     0.9308794441  
832     0.6977773681     5.5049391838     0.7013335542  
833     0.6600389889     5.4189245091     0.4713921020  
834     0.5486964267     5.3329098343     0.2666969860  
835     0.3761660364     5.2468951596     0.1100747618  
836     0.1616875274     5.1608804848     0.0189911415  
837    -0.0708215503     5.0748658101     0.0036033061  
838    -0.2954329698     4.9888511353     0.0656272283  
839    -0.4870992106     4.9028364606     0.1981463168  
840    -0.6244466308     4.8168217858     0.3863827183  
841    -0.6921589463     4.7308071111     0.6093452690  
842    -0.6826852249     4.6447924363     0.8421703220  
843    -0.5970819277     4.5587777616     1.0588944143  
844    -0.4448950979     4.4727630868     1.2353495801  
845    -0.2430958350     4.3867484121     1.3518584389  
846    -0.0141877639     4.3007337374     1.3954285167  
847     0.0637602755     5.9595881789     1.3926536125  
848     0.2889906706     5.8735735042     1.3329164732  
849     0.4819942995     5.7875588294     1.2023528645  
850     0.6212483814     5.7015441547     1.0155225742  
851     0.6912240110     5.6155294799     0.7932599639  
852     0.6841178630     5.5295148052     0.5603506267  
853     0.6007223786     5.4435001304     0.3427674245  
854     0.4503373972     5.3574854557     0.1647741267  
855     0.2497330851     5.2714707809     0.0462196384  
856     0.0212798126     5.1854561062     0.0003245519  
857    -0.2095464761     5.0994414314     0.0322068530  
858    -0.4170052101     5.0134267567     0.1383111902  
859    -0.5779616491     4.9274120819     0.3068053487  
860    -0.6744667515     4.8413974072     0.5188997190  
861    -0.6957587604     4.7553827324     0.7509426182  
862    -0.6394632994     4.6693680577     0.9770578051  
863    -0.5118581513     4.5833533830     1.1720300670  
864    -0.3271731918     4.4973387082     1.3141170911  
865    -0.1060035460     4.4113240335     1.3874740569  
866     0.1130099781     6.0947540964     1.3863606958  
867     0.3334223882     6.0087394216     1.3107589356  
868     0.5166532335     5.9227247469     1.1668016015  
869     0.6422695442     5.8367100721     0.9705420815  
870     0.6962632297     5.7506953974     0.7438662367  
871     0.6726131895     5.6646807226     0.5120518017  
872     0.5739567556     5.5786660479     0.3009495404  
873     0.4112955904     5.4926513731     0.1341005007  
874     0.2027688379     5.4066366984     0.0301108370  
875    -0.0283696617     5.3206220236     0.0005769463  
876    -0.2563445213     5.2346073489     0.0487922976  
877    -0.4557331467     5.1485926741     0.1693801608  
878    -0.6043007350     5.0625779994     0.3488931920  
879    -0.6854797863     4.9765633247     0.5673130134  
880    -0.6902176264     4.8905486499     0.8002825598  
881    -0.6179859157     4.8045339752     1.0218222552  
882    -0.4768395664     4.7185193004     1.2072271224  
883    -0.2825184996     4.6325046257     1.3358217556  
884    -0.0566924100     4.5464899509     1.3932659370  
885     0.0212798126     6.2053443925     1.3952482163  
886     0.2497330851     6.1193297177     1.3493531297  
887     0.4503373972     6.0333150430     1.2307986415  
888     0.6007223786     5.9473003682     1.0528053437  
889     0.6841178630     5.8612856935     0.8352221415  
890     0.6912240110     5.7752710187     0.6023128043  
891     0.6212483814     5.6892563440     0.3800501940  
892     0.4819942995     5.6032416692     0.1932199037  
893     0.2889906706     5.5172269945     0.0626562950  
894     0.0637602755     5.4312123197     0.0029191557  
895    -0.1685803405     5.3451976450     0.0206700672  
896    -0.3821217364     5.2591829702     0.1139295383  
897    -0.5530508643     5.1731682955     0.2722977482  
898    -0.6623065794     5.0871536208     0.4781142815  
899    -0.6977052414     5.0011389460     0.7084275278  
900    -0.6552993719     4.9151242713     0.9375541280  
901    -0.5398178573     4.8291095965     1.1399430518  
902    -0.3641386073     4.7430949218     1.2930249182  
903    -0.1478524763     4.6570802470     1.3797288179  
904     0.0708215503     6.3405103099     1.3919694621  
905     0.2954329698     6.2544956352     1.3299455399  
906     0.4870992106     6.1684809604     1.1974264514  
907     0.6244466308     6.0824662857     1.0091900499  
908     0.6921589463     5.9964516109     0.7862274992  
909     0.6826852249     5.9104369362     0.5534024462  
910     0.5970819277     5.8244222614     0.3366783539  
911     0.4448950979     5.7384075867     0.1602231881  
912     0.2430958350     5.6523929120     0.0437143293  
913     0.0141877639     5.5663782372     0.0001442515  
914    -0.2163024543     5.4803635625     0.0343716676  
915    -0.4226717256     5.3943488877     0.1425797106  
916    -0.5819068008     5.3083342130     0.3127015714  
917    -0.6762505963     5.2223195382     0.5257661272  
918    -0.6951823730     5.1363048635     0.7580135050  
919    -0.6365909556     5.0502901887     0.9835446614  
920    -0.5070101603     4.9642755140     1.1772095116  
921    -0.3208901768     4.8782608392     1.3174115387  
922    -0.0989861567     4.7922461645     1.3885161276  
923     0.2095464761     6.3650859313     1.3633659152  
924     0.4170052101     6.2790712565     1.2572615780  
925     0.5779616491     6.1930565818     1.0887674195  
926     0.6744667515     6.1070419070     0.8766730492  
927     0.6957587604     6.0210272323     0.6446301500  
928     0.6394632994     5.9350125575     0.4185149631  
929     0.5118581513     5.8489978828     0.2235427012  
930     0.3271731918     5.7629832081     0.0814556771  
931     0.1060035460     5.6769685333     0.0080987113  
932    -0.1269870749     5.5909538586     0.0116521985  
933    -0.3458167446     5.5049391838     0.0917198721  
934    -0.5260826940     5.4189245091     0.2393729932  
935    -0.6476825834     5.3329098343     0.4381460387  
936    -0.6970562131     5.2468951596     0.6658728517  
937    -0.6686976877     5.1608804848     0.8971584992  
938    -0.5657694053     5.0748658101     1.1062111848  
939    -0.3997494032     4.9888511353     1.2697184189  
940    -0.1891513857     4.9028364606     1.3694467083  
941     0.0425398300     4.8168217858     1.3942748626  
942     0.0283696617     6.5862665235     1.3949958219  
943     0.2563445213     6.5002518487     1.3467804705  
944     0.4557331467     6.4142371740     1.2261926074  
945     0.6043007350     6.3282224992     1.0466795761  
946     0.6854797863     6.2422078245     0.8282597548  
947     0.6902176264     6.1561931498     0.5952902084  
948     0.6179859157     6.0701784750     0.3737505130  
949     0.4768395664     5.9841638003     0.1883456458  
950     0.2825184996     5.8981491255     0.0597510126  
951     0.0566924100     5.8121344508     0.0023068312  
952    -0.1754557280     5.7261197760     0.0224189838  
953    -0.3880379378     5.6401051013     0.1178446658  
954    -0.5573481351     5.5540904265     0.2779424915  
955    -0.6645057098     5.4680757518     0.4848591677  
956    -0.6975609955     5.3820610770     0.7155204015  
957    -0.6528278353     5.2960464023     0.9442040281  
958    -0.5352946432     5.2100317275     1.1454084153  
959    -0.3580681215     5.1240170528     1.2966962757  
960    -0.1409116684     5.0380023780     1.3811967583  
961     0.1685803405     6.6108421448     1.3749027010  
962     0.3821217364     6.5248274701     1.2816432299  
963     0.5530508643     6.4388127954     1.1232750200  
964     0.6623065794     6.3527981206     0.9174584867  
965     0.6977052414     6.2667834459     0.6871452404  
966     0.6552993719     6.1807687711     0.4580186402  
967     0.5398178573     6.0947540964     0.2556297164  
968     0.3641386073     6.0087394216     0.1025478500  
969     0.1478524763     5.9227247469     0.0158439502  
970    -0.0849214091     5.8367100721     0.0051867941  
971    -0.3082252919     5.7506953974     0.0717648132  
972    -0.4971574615     5.6646807226     0.2081535662  
973    -0.6306491656     5.5786660479     0.3991436749  
974    -0.6938140900     5.4926513731     0.6234368960  
975    -0.6796084042     5.4066366984     0.8560211930  
976    -0.5896162540     5.3206220236     1.0709599507  
977    -0.4338731051     5.2346073489     1.2442842949  
978    -0.2297466395     5.1485926741     1.3566659781  
979    -0.0000000000     5.0625779994     1.3955727682  
980     0.2163024543     6.7460080623     1.3612011006  
981     0.4226717256     6.6599933876     1.2529930576  
982     0.5819068008     6.5739787128     1.0828711968  
983     0.6762505963     6.4879640381     0.8698066410  
984     0.6951823730     6.4019493633     0.6375592632  
985     0.6365909556     6.3159346886     0.4120281068  
986     0.5070101603     6.2299200138     0.2183632566  
987     0.3208901768     6.1439053391     0.0781612294  
988     0.0989861567     6.0578906643     0.0070566406  
989    -0.1339562949     5.9718759896     0.0129787112  
990    -0.3519606235     5.8858613148     0.0952670422  
991    -0.5307160977     5.7998466401     0.2447452585  
992    -0.6502888183     5.7138319653     0.4447443114  
993    -0.6973446453     5.6278172906     0.6729613262  
994    -0.6666361526     5.5418026158     0.9039467049  
995    -0.5615877948     5.4557879411     1.1119421356  
996    -0.3939140293     5.3697732664     1.2737530284  
997    -0.1823129794     5.2837585916     1.3713350575  
998     0.1269870749     6.8565983584     1.3839205697  
999     0.3458167446     6.7705836837     1.3038528961  
1000     0.5260826940     6.6845690089     1.1561997750  
1001     0.6476825834     6.5985543342     0.9574267295  
1002     0.6970562131     6.5125396594     0.7296999165  
1003     0.6686976877     6.4265249847     0.4984142690  
1004     0.5657694053     6.3405103099     0.2893615834  
1005     0.3997494032     6.2544956352     0.1258543493  
1006     0.1891513857     6.1684809604     0.0261260599  
1007    -0.0425398300     6.0824662857     0.0012979056  
1008    -0.2694872208     5.9964516109     0.0541385956  
1009    -0.4663827706     5.9104369362     0.1787556055  
1010    -0.6112696915     5.8244222614     0.3612522817  
1011    -0.6879909328     5.7384075867     0.5812775253  
1012    -0.6879909328     5.6523929120     0.8142952429  
1013    -0.6112696915     5.5663782372     1.0343204865  
1014    -0.4663827706     5.4803635625     1.2168171627  
1015    -0.2694872208     5.3943488877     1.3414341726  
1016    -0.0425398300     5.3083342130     1.3942748626  
1017     0.1754557280     6.9917642759     1.3731537844  
1018     0.3880379378     6.9057496011     1.2777281024  
1019     0.5573481351     6.8197349264     1.1176302767  
1020     0.6645057098     6.7337202516     0.9107136005  
1021     0.6975609955     6.6477055769     0.6800523667  
1022     0.6528278353     6.5616909021     0.4513687401  
1023     0.5352946432     6.4756762274     0.2501643529  
1024     0.3580681215     6.3896615526     0.0988764925  
1025     0.1409116684     6.3036468779     0.0143760099  
1026    -0.0919585356     6.2176322031     0.0060859680  
1027    -0.3145739925     6.1316175284     0.0749308302  
1028    -0.5021097615     6.0456028537     0.2132333682  
1029    -0.6336528098     5.9595881789     0.4055707882  
1030    -0.6945341272     5.8735735042     0.6304946017  
1031    -0.6779645396     5.7875588294     0.8629224517  
1032    -0.5857918030     5.7015441547     1.0769351694  
1033    -0.4282945510     5.6155294799     1.2486671475  
1034    -0.2230360741     5.5295148052     1.3589677113  
1035     0.0070942486     5.4435001304     1.3955367044  
1036     0.0849214091     7.1023545720     1.3903859741  
1037     0.3082252919     7.0163398972     1.3238079550  
1038     0.4971574615     6.9303252225     1.1874192020  
1039     0.6306491656     6.8443105477     0.9964290933  
1040     0.6938140900     6.7582958730     0.7721358722  
1041     0.6796084042     6.6722811982     0.5395515752  
1042     0.5896162540     6.5862665235     0.3246128175  
1043     0.4338731051     6.5002518487     0.1512884733  
1044     0.2297466395     6.4142371740     0.0389067901  
1045    -0.0000000000     6.3282224992     0.0000000000  
1046    -0.2297466395     6.2422078245     0.0389067901  
1047    -0.4338731051     6.1561931498     0.1512884733  
1048    -0.5896162540     6.0701784750     0.3246128175  
1049    -0.6796084042     5.9841638003     0.5395515752  
1050    -0.6938140900     5.8981491255     0.7721358722  
1051    -0.6306491656     5.8121344508     0.9964290933  
1052    -0.4971574615     5.7261197760     1.1874192020  
1053    -0.3082252919     5.6401051013     1.3238079550  
1054    -0.0849214091     5.5540904265     1.3903859741  
1055     0.1339562949     7.2375204894     1.3825940570  
1056     0.3519606235     7.1515058147     1.3003057260  
1057     0.5307160977     7.0654911399     1.1508275097  
1058     0.6502888183     6.9794764652     0.9508284568  
1059     0.6973446453     6.8934617904     0.7226114420  
1060     0.6666361526     6.8074471157     0.4916260633  
1061     0.5615877948     6.7214324409     0.2836306326  
1062     0.3939140293     6.6354177662     0.1218197398  
1063     0.1823129794     6.5494030915     0.0242377107  
1064    -0.0496186845     6.4633884167     0.0017663959  
1065    -0.2760171256     6.3773737420     0.0569116817  
1066    -0.4716355441     6.2913590672     0.1835240470  
1067    -0.6146595712     6.2053443925     0.3674843263  
1068    -0.6891398965     6.1193297177     0.5882782071  
1069    -0.6867708540     6.0333150430     0.8212838816  
1070    -0.6078166272     5.9473003682     1.0405177448  
1071    -0.4610817888     5.8612856935     1.2215319539  
1072    -0.2629294601     5.7752710187     1.3441407272  
1073    -0.0354565784     5.6892563440     1.3946713595  
1074     0.0425398300     7.3481107855     1.3942748626  
1075     0.2694872208     7.2620961108     1.3414341726  
1076     0.4663827706     7.1760814360     1.2168171627  
1077     0.6112696915     7.0900667613     1.0343204865  
1078     0.6879909328     7.0040520865     0.8142952429  
1079     0.6879909328     6.9180374118     0.5812775253  
1080     0.6112696915     6.8320227371     0.3612522817  
1081     0.4663827706     6.7460080623     0.1787556055  
1082     0.2694872208     6.6599933876     0.0541385956  
1083     0.0425398300     6.5739787128     0.0012979056  
1084    -0.1891513857     6.4879640381     0.0261260599  
1085    -0.3997494032     6.4019493633     0.1258543493  
1086    -0.5657694053     6.3159346886     0.2893615834  
1087    -0.6686976877     6.2299200138     0.4984142690  
1088    -0.6970562131     6.1439053391     0.7296999165  
1089    -0.6476825834     6.0578906643     0.9574267295  
1090    -0.5260826940     5.9718759896     1.1561997750  
1091    -0.3458167446     5.8858613148     1.3038528961  
1092    -0.1269870749     5.7998466401     1.3839205697  
1093     0.0919585356     7.4832767030     1.3894868001  
1094     0.3145739925     7.3972620282     1.3206419380  
1095     0.5021097615     7.3112473535     1.1823394000  
1096     0.6336528098     7.2252326788     0.9900019800  
1097     0.6945341272     7.1392180040     0.7650781665  
1098     0.6779645396     7.0532033293     0.5326503165  
1099     0.5857918030     6.9671886545     0.3186375988  
1100     0.4282945510     6.8811739798     0.1469056207  
1101     0.2230360741     6.7951593050     0.0366050569  
1102    -0.0070942486     6.7091446303     0.0000360638  
1103    -0.2364334569     6.6231299555     0.0412766292  
1104    -0.4394068114     6.5371152808     0.1557278154  
1105    -0.5933797586     6.4511006060     0.3306266097  
1106    -0.6811820202     6.3650859313     0.5464691902  
1107    -0.6930223357     6.2790712565     0.7791858927  
1108    -0.6275803336     6.1930565818     1.0028253369  
1109    -0.4921537721     6.1070419070     1.1924483924  
1110    -0.3018447311     6.0210272323     1.3269092625  
1111    -0.0778755045     5.9350125575     1.3912135566  
1112     0.0000000000     7.5938669991     1.3955727682  
1113     0.2297466395     7.5078523244     1.3566659781  
1114     0.4338731051     7.4218376496     1.2442842949  
1115     0.5896162540     7.3358229749     1.0709599507  
1116     0.6796084042     7.2498083001     0.8560211930  
1117     0.6938140900     7.1637936254     0.6234368960  
1118     0.6306491656     7.0777789506     0.3991436749  
1119     0.4971574615     6.9917642759     0.2081535662  
1120     0.3082252919     6.9057496011     0.0717648132  
1121     0.0849214091     6.8197349264     0.0051867941  
1122    -0.1478524763     6.7337202516     0.0158439502  
1123    -0.3641386073     6.6477055769     0.1025478500  
1124    -0.5398178573     6.5616909021     0.2556297164  
1125    -0.6552993719     6.4756762274     0.4580186402  
1126    -0.6977052414     6.3896615526     0.6871452404  
1127    -0.6623065794     6.3036468779     0.9174584867  
1128    -0.5530508643     6.2176322031     1.1232750200  
1129    -0.3821217364     6.1316175284     1.2816432299  
1130    -0.1685803405     6.0456028537     1.3749027010  
1131     0.0496186845     7.7290329166     1.3938063723  
1132     0.2760171256     7.6430182418     1.3386610865  
1133     0.4716355441     7.5570035671     1.2120487212  
