Dodecane_KIT_Vac_350
Wavelength (nm),Abs
2655,0.07560098916
2654,0.07533849031
2653,0.07669744641
2652,0.07777064294
2651,0.07760443538
2650,0.0776013732
2649,0.07819345593
2648,0.07747022808
2647,0.07735417783
2646,0.07933858782
2645,0.07851310819
2644,0.07832903415
2643,0.07764733583
2642,0.07757661492
2641,0.07744602859
2640,0.07782309502
2639,0.07807371765
2638,0.07719131559
2637,0.07813736051
2636,0.07764272392
2635,0.07552795112
2634,0.07667268068
2633,0.07702190429
2632,0.0742970854
2631,0.06976207346
2630,0.07634879649
2629,0.07837163657
2628,0.07650822401
2627,0.07691021264
2626,0.0803077966
2625,0.07916293293
2624,0.07796407491
2623,0.07786165178
2622,0.07666604221
2621,0.0728951171
2620,0.07579549402
2619,0.07861007005
2618,0.07305110991
2617,0.0733313784
2616,0.07682292908
2615,0.07738223672
2614,0.07650516182
2613,0.07847288251
2612,0.0780936107
2611,0.07755835354
2610,0.07605564594
2609,0.07910562307
2608,0.07875121385
2607,0.07816614956
2606,0.07702403516
2605,0.07518641651
2604,0.07970548421
2603,0.07759026438
2602,0.07653328776
2601,0.07810637355
2600,0.07905811071
2599,0.07794542611
2598,0.07689074427
2597,0.07306966931
2596,0.06878879666
2595,0.07243096828
2594,0.07827233523
2593,0.07896365225
2592,0.07987915725
2591,0.0779979676
2590,0.07643910497
2589,0.07660158724
2588,0.07788453996
2587,0.08068239689
2586,0.07893850654
2585,0.07497818768
2584,0.07740203291
2583,0.0797381103
2582,0.07805236429
2581,0.07933793962
2580,0.08002049476
2579,0.0788725391
2578,0.07871956378
2577,0.08077461272
2576,0.08042537421
2575,0.07960659266
2574,0.0788820982
2573,0.08014777303
2572,0.07948861271
2571,0.0794993639
2570,0.07888228446
2569,0.07835386693
2568,0.07927697152
2567,0.07929629833
2566,0.07917694002
2565,0.07912170887
2564,0.07742242515
2563,0.07648766041
2562,0.07663111389
2561,0.07917609811
2560,0.08067233115
2559,0.08039967716
2558,0.08004190773
2557,0.07975365967
2556,0.08003689349
2555,0.07988938689
2554,0.07973182946
2553,0.07926765084
2552,0.07875456661
2551,0.0795852989
