Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1S (SWCNT),1289.14453125,0.00653456823736397,Film T1S (Converted to DWCNT),1289.25,0.0542219404870198,Film T2S (SWCNT),1288.66796875,0.00518631237502424,Film T2S (Converted to DWCNT),1288.388671875,0.0407218601766693,Film T9M (SWCNT),1288.66796875,0.0469659628153092,Film T9M (Converted to DWCNT),1289.04296875,0.0730436402854573
Film T1S (SWCNT),1289.521484375,0.0102295487307433,Film T1S (Converted to DWCNT),1289.625,0.0528509361991198,Film T2S (SWCNT),1289.04296875,0.00812754658327783,Film T2S (Converted to DWCNT),1288.767578125,0.0396528292727453,Film T9M (SWCNT),1289.04296875,0.048927127277196,Film T9M (Converted to DWCNT),1289.419921875,0.0870528355366317
Film T1S (SWCNT),1289.900390625,0.0101215354654706,Film T1S (Converted to DWCNT),1290.00390625,0.0546420377662292,Film T2S (SWCNT),1289.419921875,0.00943016328627951,Film T2S (Converted to DWCNT),1289.14453125,0.0371148863431553,Film T9M (SWCNT),1289.419921875,0.0511976913775721,Film T9M (Converted to DWCNT),1289.798828125,0.0749151384521233
Film T1S (SWCNT),1290.27734375,0.00903708394419296,Film T1S (Converted to DWCNT),1290.3828125,0.0524201418519463,Film T2S (SWCNT),1289.798828125,0.00616151116625948,Film T2S (Converted to DWCNT),1289.521484375,0.0385565136564946,Film T9M (SWCNT),1289.798828125,0.0545855333370174,Film T9M (Converted to DWCNT),1290.17578125,0.0875582180308143
Film T1S (SWCNT),1290.65625,0.0103934139982321,Film T1S (Converted to DWCNT),1290.759765625,0.0557080038234566,Film T2S (SWCNT),1290.17578125,0.00701777165335508,Film T2S (Converted to DWCNT),1289.900390625,0.0461832791162684,Film T9M (SWCNT),1290.17578125,0.0394941535167215,Film T9M (Converted to DWCNT),1290.5546875,0.0722237270065231
Film T1S (SWCNT),1291.033203125,0.0106892302491229,Film T1S (Converted to DWCNT),1291.134765625,0.0571935367829178,Film T2S (SWCNT),1290.5546875,0.00889966940086392,Film T2S (Converted to DWCNT),1290.27734375,0.0392875287363785,Film T9M (SWCNT),1290.5546875,0.0495324388905083,Film T9M (Converted to DWCNT),1290.9296875,0.0767309125296316
Film T1S (SWCNT),1291.408203125,0.00909914252996009,Film T1S (Converted to DWCNT),1291.513671875,0.0568079736591626,Film T2S (SWCNT),1290.9296875,0.0081756914524138,Film T2S (Converted to DWCNT),1290.65625,0.0362599989451721,Film T9M (SWCNT),1290.9296875,0.0499243216920823,Film T9M (Converted to DWCNT),1291.306640625,0.0723416106012832
Film T1S (SWCNT),1291.7890625,0.0122071390905949,Film T1S (Converted to DWCNT),1291.890625,0.0583616651910639,Film T2S (SWCNT),1291.306640625,0.0075118605552252,Film T2S (Converted to DWCNT),1291.033203125,0.0411629762431195,Film T9M (SWCNT),1291.306640625,0.0539220012407758,Film T9M (Converted to DWCNT),1291.685546875,0.0849130191066952
Film T1S (SWCNT),1292.1640625,0.0131261700900386,Film T1S (Converted to DWCNT),1292.267578125,0.061038498065526,Film T2S (SWCNT),1291.685546875,0.00757195149704251,Film T2S (Converted to DWCNT),1291.408203125,0.0419508641576798,Film T9M (SWCNT),1291.685546875,0.0460357519909264,Film T9M (Converted to DWCNT),1292.0625,0.0902594222237817
Film T1S (SWCNT),1292.541015625,0.0104577499540825,Film T1S (Converted to DWCNT),1292.646484375,0.0694331496806468,Film T2S (SWCNT),1292.0625,0.00877864089068652,Film T2S (Converted to DWCNT),1291.7890625,0.0424388723076882,Film T9M (SWCNT),1292.0625,0.0592781955972357,Film T9M (Converted to DWCNT),1292.439453125,0.0775007081615135
