Name,X,Y,Name,X,Y
Test Film Sample (SWCNT),1494.453125,0.0152633081124076,Test Film Sample (Converted to DWCNT),1494.7021484375,0.0060900664009256
Test Film Sample (SWCNT),1494.7021484375,0.0320551690444651,Test Film Sample (Converted to DWCNT),1494.947265625,0.00524429692615406
Test Film Sample (SWCNT),1494.947265625,0.0115285123260229,Test Film Sample (Converted to DWCNT),1495.193359375,0.00765066455617171
Test Film Sample (SWCNT),1495.193359375,0.0170847819927484,Test Film Sample (Converted to DWCNT),1495.439453125,0.00886499912571965
Test Film Sample (SWCNT),1495.439453125,0.00558281945545752,Test Film Sample (Converted to DWCNT),1495.685546875,0.0056337126501518
Test Film Sample (SWCNT),1495.685546875,0.0207747070973814,Test Film Sample (Converted to DWCNT),1495.9306640625,0.00608885476472488
Test Film Sample (SWCNT),1495.9306640625,0.0195080901876654,Test Film Sample (Converted to DWCNT),1496.1767578125,0.00480874015141906
Test Film Sample (SWCNT),1496.1767578125,0.0176393535000387,Test Film Sample (Converted to DWCNT),1496.423828125,0.00786760035079801
Test Film Sample (SWCNT),1496.423828125,0.0131601326895885,Test Film Sample (Converted to DWCNT),1496.6689453125,0.00604482184049625
Test Film Sample (SWCNT),1496.6689453125,0.0213311708918516,Test Film Sample (Converted to DWCNT),1496.9150390625,0.0067173506036351
Test Film Sample (SWCNT),1496.9150390625,0.015243774131334,Test Film Sample (Converted to DWCNT),1497.162109375,0.00446000969967769
Test Film Sample (SWCNT),1497.162109375,0.0187979165799427,Test Film Sample (Converted to DWCNT),1497.40625,0.00556649802509859
Test Film Sample (SWCNT),1497.40625,0.0217485555671084,Test Film Sample (Converted to DWCNT),1497.6533203125,0.0117754959396176
Test Film Sample (SWCNT),1497.6533203125,0.00782259996087733,Test Film Sample (Converted to DWCNT),1497.900390625,0.00680375452215172
Test Film Sample (SWCNT),1497.900390625,0.0067548562563961,Test Film Sample (Converted to DWCNT),1498.14453125,0.006933760879784
Test Film Sample (SWCNT),1498.14453125,0.0193527336231338,Test Film Sample (Converted to DWCNT),1498.3916015625,0.00760702509638978
Test Film Sample (SWCNT),1498.3916015625,0.0118535328865084,Test Film Sample (Converted to DWCNT),1498.6376953125,0.00534792207148206
Test Film Sample (SWCNT),1498.6376953125,0.0152083105265057,Test Film Sample (Converted to DWCNT),1498.8828125,0.00656411102151475
Test Film Sample (SWCNT),1498.8828125,0.0121290505243353,Test Film Sample (Converted to DWCNT),1499.12890625,0.00202285970447464
Test Film Sample (SWCNT),1499.12890625,0,Test Film Sample (Converted to DWCNT),1499.3740234375,0.00454276461735955
Test Film Sample (SWCNT),1499.3740234375,0.00797984718811635,Test Film Sample (Converted to DWCNT),1499.62109375,0.00532482466987756
Test Film Sample (SWCNT),1499.62109375,0.0199859531755622,Test Film Sample (Converted to DWCNT),1499.8662109375,0.00730242395672967
Test Film Sample (SWCNT),1499.8662109375,0.014491470104704,Test Film Sample (Converted to DWCNT),1500.1123046875,0.00460670394070647
Test Film Sample (SWCNT),1500.1123046875,0.015032248009245,Test Film Sample (Converted to DWCNT),1500.3583984375,0.00593255491008324
Test Film Sample (SWCNT),1500.3583984375,0.00993862576177958,Test Film Sample (Converted to DWCNT),1500.6044921875,0.00497553023547719
Test Film Sample (SWCNT),1500.6044921875,0.0163154523116259,Test Film Sample (Converted to DWCNT),1500.8486328125,0.00608413250942272
Test Film Sample (SWCNT),1500.8486328125,0.00558348957395466,Test Film Sample (Converted to DWCNT),1501.095703125,0.00675826801677926
Test Film Sample (SWCNT),1501.095703125,0.0141763803190928,Test Film Sample (Converted to DWCNT),1501.3408203125,0.00253785415543558
Test Film Sample (SWCNT),1501.3408203125,0.01612622088839,Test Film Sample (Converted to DWCNT),1501.5869140625,0.0051696960844839
Test Film Sample (SWCNT),1501.5869140625,0.0243194546908978,Test Film Sample (Converted to DWCNT),1501.8330078125,0.00627908309007735
Test Film Sample (SWCNT),1501.8330078125,0.0325148667695434,Test Film Sample (Converted to DWCNT),1502.0791015625,0.00989141904606373
Test Film Sample (SWCNT),1502.0791015625,0.0235917295097198,Test Film Sample (Converted to DWCNT),1502.32421875,0.00915160703450867
Test Film Sample (SWCNT),1502.32421875,0.0190974892289904,Test Film Sample (Converted to DWCNT),1502.568359375,0.0130916222811612
Test Film Sample (SWCNT),1502.568359375,0.0220560012913137,Test Film Sample (Converted to DWCNT),1502.814453125,0.00603857366821999
Test Film Sample (SWCNT),1502.814453125,0.0312628776113003,Test Film Sample (Converted to DWCNT),1503.0595703125,0.00540683062543874
Test Film Sample (SWCNT),1503.0595703125,0.0201174474854039,Test Film Sample (Converted to DWCNT),1503.306640625,0.00684386920926067
Test Film Sample (SWCNT),1503.306640625,0.020861795046634,Test Film Sample (Converted to DWCNT),1503.5517578125,0.00653875668089179
Test Film Sample (SWCNT),1503.5517578125,0.0316841982854499,Test Film Sample (Converted to DWCNT),1503.796875,0.00873854179545552
Test Film Sample (SWCNT),1503.796875,0.0217439930576505,Test Film Sample (Converted to DWCNT),1504.0439453125,0.0138800919424755
