Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y,Name,X,Y
Film T1 S-SWCNTs,1680.9921875,0.00154967872256259,Film T1 S-SWCNTs Converted,1680.548828125,0.0170074372273338,Film T2 S-SWCNTs,1679.7578125,0,Film T2 S-SWCNTs Converted,1680.642578125,0.00589206069012376,Film T9 M-SWCNTs,1680.642578125,0.00898042687739371,Film T9 M-SWCNTs Converted,1679.5625,0.0288573786953787
Film T1 S-SWCNTs,1680.548828125,0.00140916074901332,Film T1 S-SWCNTs Converted,1680.107421875,0.023228667776784,Film T2 S-SWCNTs,1679.314453125,2.94601978727986e-05,Film T2 S-SWCNTs Converted,1680.201171875,0.00935792572522393,Film T9 M-SWCNTs,1680.201171875,0.016006987369188,Film T9 M-SWCNTs Converted,1679.12109375,0.0241503737109965
Film T1 S-SWCNTs,1680.107421875,0.00258510352939766,Film T1 S-SWCNTs Converted,1679.6640625,0.0562833400448041,Film T2 S-SWCNTs,1678.87109375,0.000629891643005924,Film T2 S-SWCNTs Converted,1679.7578125,0.00679195768678037,Film T9 M-SWCNTs,1679.7578125,0.0047129244802176,Film T9 M-SWCNTs Converted,1678.677734375,0.022333621682199
Film T1 S-SWCNTs,1679.6640625,0.00320010054704453,Film T1 S-SWCNTs Converted,1679.220703125,0.0553630287213916,Film T2 S-SWCNTs,1678.427734375,0.000849542806501319,Film T2 S-SWCNTs Converted,1679.314453125,0.00377068827595039,Film T9 M-SWCNTs,1679.314453125,0.0129452966451379,Film T9 M-SWCNTs Converted,1678.234375,0.0134107202753037
Film T1 S-SWCNTs,1679.220703125,0.0021337053511751,Film T1 S-SWCNTs Converted,1678.77734375,0.0391159365877499,Film T2 S-SWCNTs,1677.984375,0.000555508422929171,Film T2 S-SWCNTs Converted,1678.87109375,0.0154551482746536,Film T9 M-SWCNTs,1678.87109375,0.00467573061032944,Film T9 M-SWCNTs Converted,1677.79296875,0.029362241853089
Film T1 S-SWCNTs,1678.77734375,0.00289487586373237,Film T1 S-SWCNTs Converted,1678.33203125,0.0367754638036374,Film T2 S-SWCNTs,1677.541015625,0.000261642129444729,Film T2 S-SWCNTs Converted,1678.427734375,0.00293768177141844,Film T9 M-SWCNTs,1678.427734375,0.0211524378682403,Film T9 M-SWCNTs Converted,1677.349609375,0.0239944631005595
Film T1 S-SWCNTs,1678.33203125,0.00316873840862216,Film T1 S-SWCNTs Converted,1677.890625,0.0243713562900445,Film T2 S-SWCNTs,1677.099609375,0.00118482853931066,Film T2 S-SWCNTs Converted,1677.984375,0.00658422223851055,Film T9 M-SWCNTs,1677.984375,0.0126842960380603,Film T9 M-SWCNTs Converted,1676.904296875,0.0197390093665123
Film T1 S-SWCNTs,1677.890625,0.0043921268104762,Film T1 S-SWCNTs Converted,1677.447265625,0.0319215890256538,Film T2 S-SWCNTs,1676.65625,0.00115716995357341,Film T2 S-SWCNTs Converted,1677.541015625,0.0107770023435121,Film T9 M-SWCNTs,1677.541015625,0.0158820991771569,Film T9 M-SWCNTs Converted,1676.462890625,0.0248060671044258
Film T1 S-SWCNTs,1677.447265625,0.00344851755722175,Film T1 S-SWCNTs Converted,1677.005859375,0.0391129625609407,Film T2 S-SWCNTs,1676.21484375,0.00156665530839356,Film T2 S-SWCNTs Converted,1677.099609375,0.00529593505202424,Film T9 M-SWCNTs,1677.099609375,0.0176717240804658,Film T9 M-SWCNTs Converted,1676.017578125,0.0156721350964766
Film T1 S-SWCNTs,1677.005859375,0.0029921626007665,Film T1 S-SWCNTs Converted,1676.5625,0.0276083723154366,Film T2 S-SWCNTs,1675.76953125,0.00178606851571071,Film T2 S-SWCNTs Converted,1676.65625,0,Film T9 M-SWCNTs,1676.65625,0.0144363805711589,Film T9 M-SWCNTs Converted,1675.576171875,0.0260618223050879
